Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Brazil,Rio Branco Do Sul,,,,,,
Colombia,Riosucio,,,,,,
United States of America,Ripon,,,,,,
United States of America,River Ridge,,,,,,
Cuba,Rodas,,,,,,
India,Rohtak,,,,,,
Thailand,Phun Phin,,,,,,
Italy,Pineto,,,,,,
Philippines,Pio,,,,,,
Brazil,Piraju,,,,,,
Brazil,Pirassununga,,,,,,
Chile,Pitrufquen,,,,,,
Mexico,Poanas,,,,,,
United States of America,Pocatello,,,,,,
Italy,Poggiomarino,,,,,,
Unknown,Ponnani,,,,,,
India,Porsa,,,,,,
South Africa,Port Alfred,,,,,,
Brazil,Porto Seguro,,,,,,
Russian Federation,Povorino,,,,,,
Czechia,Prerov,,,,,,
Brazil,Presidente Epitacio,,,,,,
Ghana,Prestea,,,,,,
United Kingdom of Great Britain and Northern Ireland,Preston,,,,,,
Brazil,Princesa Isabel,,,,,,
Venezuela (Bolivarian Republic of),Puerto Cabello,,,,,,
Colombia,Puerto Carreno,,,,,,
Spain,Puerto Lumbreras,,,,,,
India,Pujali,,,,,,
Myanmar,Pyinmana,,,,,,
China,Qinnan,,,,,,
China,Qiongshan,,,,,,
India,Radhanpur,,,,,,
Bulgaria,Radnevo,,,,,,
South Africa,Pietersburg,,,,,,
China,Pingliang,,,,,,
Brazil,Piripiri,,,,,,
India,Piriyapatna,,,,,,
Russian Federation,Pochinki,,,,,,
Montenegro,Podgorica,,,,,,
Serbia,Podujevo,,,,,,
Ukraine,Polonne,,,,,,
Russian Federation,Poltavskaya,,,,,,
Poland,Poniatowa,,,,,,
Unknown,Pontian Kecil,,,,,,
Brazil,Porto Belo,,,,,,
Brazil,Porto Calvo,,,,,,
Brazil,Porto Franco,,,,,,
Italy,Porto Recanati,,,,,,
Spain,Portugalete,,,,,,
Canada,Prince Albert,,,,,,
Russian Federation,Privolzhskiy,,,,,,
Russian Federation,Pudozh,,,,,,
Indonesia,Purworejo,,,,,,
India,Puttur,,,,,,
United Kingdom of Great Britain and Northern Ireland,Radcliffe,,,,,,
Israel,Ramat Hasharon,,,,,,
United States of America,Bryan,,,,,,
Russian Federation,Buguruslan,,,,,,
Albania,Bulqize,,,,,,
Indonesia,Bumiayu,,,,,,
Democratic Republic of the Congo,Businga,,,,,,
Brazil,Caconde,,,,,,
Brazil,Caiaponia,,,,,,
Italy,Caldogno,,,,,,
United States of America,California City,,,,,,
Italy,Calolziocorte,,,,,,
Bolivia (Plurinational State of),Camiri,,,,,,
Italy,Campobello Di Mazara,,,,,,
Hungary,Balatonfured,,,,,,
Hungary,Balmazujvaros,,,,,,
United Kingdom of Great Britain and Northern Ireland,Banbury,,,,,,
Cameroon,Banyo,,,,,,
Indonesia,Banyumas,,,,,,
Tunisia,Bardaw,,,,,,
Unknown,Barreiro,,,,,,
India,Barsi,,,,,,
Germany,Barsinghausen,,,,,,
Venezuela (Bolivarian Republic of),Baruta,,,,,,
Kyrgyzstan,Batken,,,,,,
Indonesia,Baturaden,,,,,,
India,Bayana,,,,,,
Russian Federation,Baykalsk,,,,,,
United States of America,Bayonet Point,,,,,,
Poland,Zabki,,,,,,
Japan,Zama,,,,,,
China,Zhaoqing,,,,,,
China,Zhaoyuan,,,,,,
China,Zhuozhou,,,,,,
Mexico,Canoa,,,,,,
Italy,Capoterra,,,,,,
Italy,Capurso,,,,,,
Italy,Castellanza,,,,,,
United States of America,Catano,,,,,,
United States of America,Cave Spring,,,,,,
United States of America,Cedar Mill,,,,,,
United States of America,Cedar Rapids,,,,,,
Italy,Celano,,,,,,
Slovenia,Celje,,,,,,
South Africa,Ceres,,,,,,
Brazil,Cerqueira Cesar,,,,,,
Czechia,Ceska Trebova,,,,,,
Russian Federation,Khasanya,,,,,,
Thailand,Khlong Luang,,,,,,
Greece,Kholargos,,,,,,
United Republic of Tanzania,Kidodi,,,,,,
Iraq,Kifri,,,,,,
United Republic of Tanzania,Kigonsera,,,,,,
United States of America,King City,,,,,,
United States of America,Kingsville,,,,,,
Belgium,Kinrooi,,,,,,
Germany,Kirchheim,,,,,,
United Republic of Tanzania,Kisanga,,,,,,
Belarus,Kobryn,,,,,,
Japan,Kokubu,,,,,,
Austria,Korneuburg,,,,,,
Greece,Kos,,,,,,
Guinea,Koundara,,,,,,
Poland,Krapkowice,,,,,,
Russian Federation,Krasnoturinsk,,,,,,
Russian Federation,Krasnoufimsk,,,,,,
Russian Federation,Kubinka,,,,,,
India,Kudal,,,,,,
Albania,Kukes,,,,,,
Latvia,Kuldiga,,,,,,
India,Kulu,,,,,,
Germany,Kummersbruck,,,,,,
Switzerland,Kussnacht,,,,,,
France,La Seyne Sur Mer,,,,,,
Belgium,Laarne,,,,,,
Russian Federation,Labinsk,,,,,,
Cameroon,Lagdo,,,,,,
Uganda,Kamwenge,,,,,,
China,Karamay,,,,,,
Indonesia,Karangsembung,,,,,,
India,Karanja,,,,,,
Germany,Karben,,,,,,
Russian Federation,Kataysk,,,,,,
Unknown,Kavieng,,,,,,
Japan,Kazuno,,,,,,
Israel,Kefar Sava,,,,,,
Finland,Kemi,,,,,,
Greece,Khalandrion,,,,,,
Pakistan,Kharan,,,,,,
Germany,Lampertheim,,,,,,
Unknown,Landskrona,,,,,,
Germany,Langenhagen,,,,,,
Netherlands,Laren,,,,,,
United States of America,Largo,,,,,,
Panama,Las Cumbres,,,,,,
Germany,Lauingen,,,,,,
France,Le Cannet,,,,,,
Spain,Leganes,,,,,,
Italy,Legnano,,,,,,
United States of America,Lenexa,,,,,,
Russian Federation,Leninsk,,,,,,
Russian Federation,Lesozavodsk,,,,,,
Canada,Lethbridge,,,,,,
China,Lianran,,,,,,
United States of America,Glen Allen,,,,,,
Indonesia,Gombong,,,,,,
Netherlands,Gorssel,,,,,,
Poland,Gostyn,,,,,,
Burkina Faso,Gourcy,,,,,,
Russian Federation,Gryazi,,,,,,
Pakistan,Gujar Khan,,,,,,
Russian Federation,Gus Khrustalnyy,,,,,,
Unknown,Gushikawa,,,,,,
Italy,Gussago,,,,,,
Viet Nam,Ha Tinh,,,,,,
United States of America,Hackensack,,,,,,
Iran (Islamic Republic of),Hadishahr,,,,,,
Ethiopia,Hagere Hiywet,,,,,,
United States of America,Ham Lake,,,,,,
Germany,Hamm,,,,,,
India,Harihar,,,,,,
United Kingdom of Great Britain and Northern Ireland,Harpenden,,,,,,
Germany,Haselunne,,,,,,
Iran (Islamic Republic of),Hashtgerd,,,,,,
Finland,Haukipudas,,,,,,
United States of America,Hazel Park,,,,,,
United Kingdom of Great Britain and Northern Ireland,Heanor,,,,,,
Germany,Hechingen,,,,,,
Spain,Hellin,,,,,,
United States of America,Highland,,,,,,
Japan,Hiji,,,,,,
Germany,Hilden,,,,,,
Japan,Hirara,,,,,,
India,Hirekerur,,,,,,
United Kingdom of Great Britain and Northern Ireland,Hitchin,,,,,,
Belgium,Hoogstraten,,,,,,
China,Houma,,,,,,
Poland,Hrubieszow,,,,,,
China,Hsinhua,,,,,,
Peru,Huanta,,,,,,
Sweden,Hudiksvall,,,,,,
Spain,Huesca,,,,,,
Unknown,Hull,,,,,,
China,Huwei,,,,,,
Finland,Iisalmi,,,,,,
China,Shenyang,,,,,,
Bangladesh,Sherpur,,,,,,
Kazakhstan,Shieli,,,,,,
India,Shiggaon,,,,,,
India,Shujalpur,,,,,,
China,Shulan,,,,,,
Iran (Islamic Republic of),Shush,,,,,,
Mexico,Silao,,,,,,
Indonesia,Singosari,,,,,,
Russian Federation,Skopin,,,,,,
Russian Federation,Smolensk,,,,,,
Russian Federation,Sobinka,,,,,,
Unknown,Danao,,,,,,
Syrian Arab Republic,Darayya,,,,,,
United States of America,Davis,,,,,,
Ethiopia,Debre Zeyit,,,,,,
United States of America,Dennis,,,,,,
Ukraine,Dergachi,,,,,,
India,Deshnok,,,,,,
Unknown,Dharmadam,,,,,,
Switzerland,Dietikon,,,,,,
Mali,Djenne,,,,,,
Germany,Dobeln,,,,,,
Slovakia,Dolny Kubin,,,,,,
Russian Federation,Donskoy,,,,,,
Germany,Duderstadt,,,,,,
Pakistan,Dunga Bunga,,,,,,
Belgium,Durbuy,,,,,,
India,Durgapur,,,,,,
Uzbekistan,Dustlik,,,,,,
United States of America,East Riverdale,,,,,,
Switzerland,Ecublens,,,,,,
Colombia,El Reten,,,,,,
United States of America,El Segundo,,,,,,
China,Linxi,,,,,,
United Kingdom of Great Britain and Northern Ireland,Lisburn,,,,,,
United States of America,Lisle,,,,,,
Kenya,Lodwar,,,,,,
Poland,Lomianki,,,,,,
United States of America,Lompoc,,,,,,
Colombia,Los Patios,,,,,,
Germany,Ludinghausen,,,,,,
Germany,Ludwigslust,,,,,,
Brazil,Macaparana,,,,,,
Romania,Macin,,,,,,
Italy,Macomer,,,,,,
India,Madhupur,,,,,,
Cuba,Madruga,,,,,,
Thailand,Mae Tha,,,,,,
Iran (Islamic Republic of),Mahabad,,,,,,
India,Mahabaleshwar,,,,,,
India,Mahudha,,,,,,
France,Maisons Alfort,,,,,,
India,Malegaon,,,,,,
Colombia,Manizales,,,,,,
United States of America,Manteca,,,,,,
Mozambique,Maputo,,,,,,
India,Marakkanam,,,,,,
Germany,Marbach,,,,,,
Germany,Markkleeberg,,,,,,
Spain,Marratxi,,,,,,
Italy,Marsala,,,,,,
Mexico,Maxcanu,,,,,,
Uganda,Mbarara,,,,,,
China,Meihekou,,,,,,
United States of America,Melrose,,,,,,
India,Memari,,,,,,
Mexico,Meoqui,,,,,,
France,Meru,,,,,,
Germany,Mettingen,,,,,,
France,Mougins,,,,,,
Uganda,Moyo,,,,,,
Chile,Mulchen,,,,,,
France,Mulhouse,,,,,,
Sri Lanka,Mulleriyawa,,,,,,
Ukraine,Nadvirna,,,,,,
Israel,Nahariyya,,,,,,
Thailand,Nang Rong,,,,,,
China,Nanning,,,,,,
India,Narayanpet,,,,,,
United States of America,Natick,,,,,,
Pakistan,Naudero,,,,,,
China,Neijiang,,,,,,
Ukraine,Nemyriv,,,,,,
Russian Federation,Nesterovskaya,,,,,,
United States of America,New Ulm,,,,,,
United Kingdom of Great Britain and Northern Ireland,Newton Abbot,,,,,,
Germany,Niederkassel,,,,,,
Belgium,Nieuwpoort,,,,,,
India,Nirmali,,,,,,
India,Nizamabad,,,,,,
Russian Federation,Nizhniy Tagil,,,,,,
Oman,Nizwa,,,,,,
Malawi,Nkhotakota,,,,,,
Canada,North Battleford,,,,,,
Germany,Northeim,,,,,,
Brazil,Nova Era,,,,,,
Brazil,Nova Iguacu,,,,,,
Serbia,Novi Sad,,,,,,
Russian Federation,Novoaltaysk,,,,,,
Russian Federation,Novoanninskiy,,,,,,
Israel,Ofaqim,,,,,,
United States of America,Ogdensburg,,,,,,
Japan,Mibu,,,,,,
United States of America,Mill Creek,,,,,,
France,Millau,,,,,,
Russian Federation,Millerovo,,,,,,
Italy,Mira,,,,,,
Libya,Mizdah,,,,,,
Brazil,Moji Das Cruzes,,,,,,
Indonesia,Mojosari,,,,,,
Philippines,Molave,,,,,,
United States of America,Monticello,,,,,,
Peru,Moquegua,,,,,,
Poland,Morag,,,,,,
United States of America,Moreno Valley,,,,,,
Brazil,Girua,,,,,,
Burundi,Gitega,,,,,,
France,Givors,,,,,,
Ethiopia,Goba,,,,,,
United States of America,Goffstown,,,,,,
Brazil,Goianinha,,,,,,
France,Gradignan,,,,,,
Brazil,Grajau,,,,,,
Costa Rica,Grecia,,,,,,
Germany,Griesheim,,,,,,
Netherlands,Grootegast,,,,,,
United States of America,Grove City,,,,,,
United States of America,Guayama,,,,,,
Ethiopia,Guder,,,,,,
India,Guskhara,,,,,,
Netherlands,Haaren,,,,,,
Unknown,Hakodate,,,,,,
Japan,Hakone,,,,,,
United States of America,Hampton,,,,,,
India,Harduaganj,,,,,,
Pakistan,Harnoli,,,,,,
India,Harsud,,,,,,
Japan,Hashima,,,,,,
Dominican Republic,Hato Mayor,,,,,,
Japan,Hatogaya,,,,,,
Netherlands,Heemstede,,,,,,
Mexico,Hermosillo,,,,,,
Germany,Hessisch Lichtenau,,,,,,
Egypt,Hihya,,,,,,
Japan,Himi,,,,,,
India,Hindoria,,,,,,
India,Hingoli,,,,,,
United States of America,Hinsdale,,,,,,
Czechia,Hlucin,,,,,,
Ghana,Ho,,,,,,
Germany,Hohen Neuendorf,,,,,,
Czechia,Holesov,,,,,,
South Africa,Hoopstad,,,,,,
United States of America,Hormigueros,,,,,,
China,Hsinying,,,,,,
China,Huanan,,,,,,
China,Huangnihe,,,,,,
Peru,Huaraz,,,,,,
Peru,Huarmey,,,,,,
India,Hyderabad,,,,,,
Brazil,Ibicarai,,,,,,
Belgium,Ichtegem,,,,,,
Nigeria,Ila,,,,,,
Japan,Inawashiro,,,,,,
Brazil,Iranduba,,,,,,
Hungary,Isaszeg,,,,,,
Germany,Iserlohn,,,,,,
France,Issoire,,,,,,
Brazil,Itapecerica,,,,,,
India,Itimadpur,,,,,,
Japan,Iwade,,,,,,
Japan,Iwanai,,,,,,
Slovenia,Izola,,,,,,
Serbia,Jagodina,,,,,,
India,Jalpaiguri,,,,,,
India,Jammu,,,,,,
Finland,Janakkala,,,,,,
Indonesia,Jaten,,,,,,
Pakistan,Jatoi,,,,,,
India,Jetpur,,,,,,
Ethiopia,Jijiga,,,,,,
Malaysia,Jitra,,,,,,
United States of America,Johnstown,,,,,,
Brazil,Jucurutu,,,,,,
Brazil,Julio De Castilhos,,,,,,
Turkey,Kahramanmaras,,,,,,
India,Kalyan,,,,,,
India,Kamareddi,,,,,,
Russian Federation,Kamenolomni,,,,,,
Japan,Kamifukuoka,,,,,,
Germany,Kamp Lintfort,,,,,,
Russian Federation,Kamyzyak,,,,,,
Sri Lanka,Kandana,,,,,,
Pakistan,Kandiaro,,,,,,
Turkey,Karamursel,,,,,,
India,Karanpura,,,,,,
India,Kashipur,,,,,,
Pakistan,Kasur,,,,,,
Nigeria,Katsina,,,,,,
United States of America,Katy,,,,,,
Turkey,Kavakli,,,,,,
Russian Federation,Kazan,,,,,,
Indonesia,Kendari,,,,,,
United States of America,Kennewick,,,,,,
Germany,Ketsch,,,,,,
Iran (Islamic Republic of),Alvand,,,,,,
United States of America,Americus,,,,,,
India,Amli,,,,,,
United States of America,Ammon,,,,,,
Thailand,Amnat Charoen,,,,,,
Iran (Islamic Republic of),Amol,,,,,,
India,Anaimalai,,,,,,
United States of America,Anchorage,,,,,,
India,Anjangaon,,,,,,
Brazil,Araguari,,,,,,
Papua New Guinea,Arawa,,,,,,
United States of America,Ardmore,,,,,,
Philippines,Abucay,,,,,,
Equatorial Guinea,Aconibe,,,,,,
Philippines,Aguisan,,,,,,
Iran (Islamic Republic of),Ahar,,,,,,
Russian Federation,Akhtubinsk,,,,,,
Turkey,Alasehir,,,,,,
France,Albi,,,,,,
Spain,Alcazar De San Juan,,,,,,
Russian Federation,Aleksandriyskaya,,,,,,
Russian Federation,Aleksandrov,,,,,,
Greece,Alexandroupoli,,,,,,
Spain,Algemesi,,,,,,
Spain,Alhaurin El Grande,,,,,,
India,Alipur,,,,,,
Pakistan,Shahdadkot,,,,,,
Germany,Schluchtern,,,,,,
Brazil,Schroeder,,,,,,
Germany,Schuttorf,,,,,,
Germany,Schwaigern,,,,,,
Austria,Schwaz,,,,,,
Japan,Sennan,,,,,,
El Salvador,Sensuntepeque,,,,,,
Russian Federation,Severo Zadonsk,,,,,,
Iran (Islamic Republic of),Shahr E Babak,,,,,,
Russian Federation,Shakhunya,,,,,,
China,Shanting,,,,,,
Japan,Omama,,,,,,
South Africa,Orkney,,,,,,
Nigeria,Oshogbo,,,,,,
Belgium,Oud Heverlee,,,,,,
United States of America,Overlea,,,,,,
Poland,Ozorkow,,,,,,
Portugal,Paco De Arcos,,,,,,
Panama,Pacora,,,,,,
United States of America,Palm Bay,,,,,,
United States of America,Palos Verdes Estates,,,,,,
Guatemala,Panajachel,,,,,,
France,Pantin,,,,,,
Brazil,Paraisopolis,,,,,,
Brazil,Paranapanema,,,,,,
Uzbekistan,Parkent,,,,,,
Iran (Islamic Republic of),Parsabad,,,,,,
United States of America,Parsons,,,,,,
Panama,Pedregal,,,,,,
United States of America,Perth Amboy,,,,,,
United States of America,Petersburg,,,,,,
Thailand,Phayao,,,,,,
Thailand,Phon Thong,,,,,,
Colombia,Piedecuesta,,,,,,
Mexico,Pijijiapan,,,,,,
Unknown,Pionerskiy,,,,,,
Bangladesh,Pirojpur,,,,,,
Colombia,Pitalito,,,,,,
Brazil,Pitanga,,,,,,
Brazil,Planaltina,,,,,,
United States of America,Plant City,,,,,,
Viet Nam,Play Cu,,,,,,
Indonesia,Polewali,,,,,,
France,Pont A Mousson,,,,,,
United States of America,Northglenn,,,,,,
Italy,Nova Milanese,,,,,,
Bosnia and Herzegovina,Novi Travnik,,,,,,
Russian Federation,Novocheboksarsk,,,,,,
Russian Federation,Novosilikatnyy,,,,,,
Russian Federation,Novotitarovskaya,,,,,,
Poland,Nowy Sacz,,,,,,
Poland,Oborniki,,,,,,
Turkey,Odemis,,,,,,
United States of America,Odessa,,,,,,
India,Odlabari,,,,,,
India,Ojhar,,,,,,
Russian Federation,Okulovka,,,,,,
Latvia,Olaine,,,,,,
Italy,Olgiate Olona,,,,,,
South Africa,Giyani,,,,,,
Ethiopia,Giyon,,,,,,
United States of America,Glen Avon,,,,,,
United States of America,Glen Cove,,,,,,
United States of America,Glenview,,,,,,
United States of America,Gloucester,,,,,,
India,Gobardanga,,,,,,
Brazil,Goiania,,,,,,
India,Gopalganj,,,,,,
France,Grande Synthe,,,,,,
Chile,Graneros,,,,,,
Lithuania,Grigiskes,,,,,,
Germany,Gronau,,,,,,
Ecuador,Gualaceo,,,,,,
Guatemala,Gualan,,,,,,
Mexico,Guanajuato,,,,,,
Brazil,Guapo,,,,,,
India,Ingraj Bazar,,,,,,
New Zealand,Invercargill,,,,,,
United States of America,Ionia,,,,,,
Malaysia,Ipoh,,,,,,
Democratic Republic of the Congo,Isiro,,,,,,
Turkey,Iskilip,,,,,,
Russian Federation,Iskitim,,,,,,
France,Issy Les Moulineaux,,,,,,
Brazil,Itamarandiba,,,,,,
Japan,Itami,,,,,,
Brazil,Itaporanga,,,,,,
Brazil,Itaqui,,,,,,
Mexico,Ixtapaluca,,,,,,
India,Jangaon,,,,,,
Unknown,Jensen Beach,,,,,,
China,Jiangkou,,,,,,
Brazil,Jussara,,,,,,
Germany,Kaarst,,,,,,
Philippines,Kabankalan,,,,,,
Nigeria,Kafanchan,,,,,,
United States of America,Kahului,,,,,,
China,Kaihua,,,,,,
India,Kailaras,,,,,,
India,Kamalapuram,,,,,,
Pakistan,Kamalia,,,,,,
Pakistan,Kambar,,,,,,
Japan,Kanie,,,,,,
Kenya,Kapenguria,,,,,,
Germany,Karlsruhe,,,,,,
Germany,Karlstadt,,,,,,
India,Karwar,,,,,,
Japan,Kasaoka,,,,,,
Burkina Faso,Kaya,,,,,,
Malaysia,Kepala Batas,,,,,,
Ukraine,Kerch,,,,,,
Kenya,Kerugoya,,,,,,
Philippines,Olongapo,,,,,,
Switzerland,Onex,,,,,,
Netherlands,Opmeer,,,,,,
Hungary,Oroszlany,,,,,,
Unknown,Ortona,,,,,,
Italy,Ostuni,,,,,,
Indonesia,Padang,,,,,,
China,Paiho,,,,,,
Brazil,Papagaios,,,,,,
Brazil,Parambu,,,,,,
Italy,Partanna,,,,,,
France,Parthenay,,,,,,
Germany,Passau,,,,,,
Guatemala,Patzun,,,,,,
Bulgaria,Pavlikeni,,,,,,
Russian Federation,Pavlovskiy Posad,,,,,,
Uruguay,Paysandu,,,,,,
United States of America,Pearl,,,,,,
Brazil,Pedro Leopoldo,,,,,,
Belgium,Peer,,,,,,
Germany,Pegnitz,,,,,,
Mozambique,Pemba,,,,,,
Philippines,Penaranda,,,,,,
Italy,Penne,,,,,,
Panama,Penonome,,,,,,
Romania,Petrila,,,,,,
Thailand,Phetchabun,,,,,,
United States of America,Hobbs,,,,,,
Israel,Hod Hasharon,,,,,,
India,Honavar,,,,,,
Ukraine,Horodnya,,,,,,
Switzerland,Horw,,,,,,
Netherlands,Houten,,,,,,
Peru,Huacho,,,,,,
Thailand,Huai Mek,,,,,,
Guatemala,Huehuetenango,,,,,,
Germany,Hullhorst,,,,,,
Uganda,Iganga,,,,,,
Mexico,Iguala,,,,,,
United Republic of Tanzania,Ikwiriri,,,,,,
Peru,Ilave,,,,,,
United States of America,Gloucester City,,,,,,
Brazil,Goianira,,,,,,
United States of America,Golden Gate,,,,,,
United States of America,Golden Valley,,,,,,
United States of America,Goldenrod,,,,,,
Nigeria,Gombe,,,,,,
United States of America,Goodlettsville,,,,,,
Russian Federation,Gornozavodsk,,,,,,
Unknown,Goudomp,,,,,,
United States of America,Grand Rapids,,,,,,
United States of America,Grandview,,,,,,
United States of America,Grass Valley,,,,,,
United Kingdom of Great Britain and Northern Ireland,Great Sankey,,,,,,
United States of America,Greece,,,,,,
India,Gudalur,,,,,,
France,Francheville,,,,,,
Germany,Freilassing,,,,,,
Spain,Fuenlabrada,,,,,,
Germany,Gaildorf,,,,,,
India,Gandhidham,,,,,,
India,Gangapur,,,,,,
Liberia,Ganta,,,,,,
Lithuania,Gargzdai,,,,,,
India,Garui,,,,,,
Brazil,Getulio Vargas,,,,,,
Romania,Gherla,,,,,,
United Kingdom of Great Britain and Northern Ireland,Giffnock,,,,,,
Kenya,Gilgil,,,,,,
Italy,Giovinazzo,,,,,,
United States of America,Coatesville,,,,,,
Italy,Cologno Al Serio,,,,,,
Italy,Concorezzo,,,,,,
Poland,Cracow,,,,,,
Mexico,Cuautepec,,,,,,
Romania,Cugir,,,,,,
Italy,Cuneo,,,,,,
Philippines,Dadiangas,,,,,,
United States of America,Downers Grove,,,,,,
Brazil,Duartina,,,,,,
India,Dubrajpur,,,,,,
Luxembourg,Dudelange,,,,,,
India,Dudhani,,,,,,
United Kingdom of Great Britain and Northern Ireland,Dunfermline,,,,,,
India,Dungarpur,,,,,,
India,Durg,,,,,,
Russian Federation,Dyatkovo,,,,,,
United States of America,East Saint Louis,,,,,,
Germany,Eching,,,,,,
Kenya,Eldoret,,,,,,
United States of America,Elk City,,,,,,
France,Epinay Sous Senart,,,,,,
Nigeria,Eruwa,,,,,,
India,Etah,,,,,,
Belgium,Eupen,,,,,,
United States of America,Fairfax,,,,,,
Senegal,Fatick,,,,,,
Nigeria,Fiditi,,,,,,
United States of America,Flint,,,,,,
United States of America,Forest City,,,,,,
Germany,Forst,,,,,,
India,Gurh,,,,,,
Philippines,Hagonoy,,,,,,
Austria,Hallein,,,,,,
Japan,Hamura,,,,,,
India,Harij,,,,,,
United States of America,Haslett,,,,,,
United States of America,Hayesville,,,,,,
United Kingdom of Great Britain and Northern Ireland,Haywards Heath,,,,,,
Netherlands,Heerde,,,,,,
China,Helong,,,,,,
Costa Rica,Heredia,,,,,,
Spain,Hernani,,,,,,
United States of America,Hickory Hills,,,,,,
United Kingdom of Great Britain and Northern Ireland,High Wycombe,,,,,,
India,Hinganghat,,,,,,
Hungary,Hodmezovasarhely,,,,,,
United States of America,Holbrook,,,,,,
Netherlands,Hoogeveen,,,,,,
Peru,Huancavelica,,,,,,
Peru,Huancayo,,,,,,
Germany,Huckeswagen,,,,,,
United Kingdom of Great Britain and Northern Ireland,Huddersfield,,,,,,
United States of America,Hueytown,,,,,,
Oman,Ibra,,,,,,
Russian Federation,Igra,,,,,,
Nepal,Ilam,,,,,,
China,Daliang,,,,,,
United States of America,Danbury,,,,,,
Honduras,Danli,,,,,,
Unknown,Daru,,,,,,
Republic of North Macedonia,Debar,,,,,,
France,Deuil La Barre,,,,,,
India,Devgarh,,,,,,
India,Dharmavaram,,,,,,
Niger,Diffa,,,,,,
Philippines,Dologon,,,,,,
Belgium,Chatelet,,,,,,
Mexico,Chemax,,,,,,
Bangladesh,Chhatak,,,,,,
China,Chichi,,,,,,
Chile,Chillan,,,,,,
Ukraine,Chortkiv,,,,,,
Mexico,Cienaga De Flores,,,,,,
Indonesia,Citeureup,,,,,,
Mexico,Ciudad Valles,,,,,,
Vanuatu,Vila,,,,,,
Ecuador,Vinces,,,,,,
United States of America,Vineland,,,,,,
Viet Nam,Vinh Yen,,,,,,
India,Visakhapatnam,,,,,,
Serbia,Vrsac,,,,,,
India,Wadhwan,,,,,,
India,Washim,,,,,,
Democratic Republic of the Congo,Watsa,,,,,,
Belgium,Wattrelos,,,,,,
Germany,Werther,,,,,,
United States of America,West Des Moines,,,,,,
United States of America,West Norriton,,,,,,
United Kingdom of Great Britain and Northern Ireland,Westhoughton,,,,,,
United Kingdom of Great Britain and Northern Ireland,Whitburn,,,,,,
