Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
United States of America,Oro Valley,,,,,,
Nigeria,Oron,,,,,,
Germany,Oschersleben,,,,,,
Belgium,Ostend,,,,,,
France,Outreau,,,,,,
United States of America,Oviedo,,,,,,
Canada,Owen Sound,,,,,,
Australia,Pakenham,,,,,,
France,Palaiseau,,,,,,
India,Palwal,,,,,,
Italy,Paola,,,,,,
Argentina,Parana,,,,,,
Brazil,Parintins,,,,,,
South Africa,Parys,,,,,,
Peru,Pativilca,,,,,,
Brazil,Patos De Minas,,,,,,
Hungary,Pecs,,,,,,
Italy,Pedara,,,,,,
United States of America,Pedley,,,,,,
Brazil,Penalva,,,,,,
United States of America,Peru,,,,,,
India,Perundurai,,,,,,
Iraq,Panjwin,,,,,,
India,Pansemal,,,,,,
Colombia,Pereira,,,,,,
Germany,Pfullingen,,,,,,
Czechia,Prachatice,,,,,,
Indonesia,Praya,,,,,,
Serbia,Priboj,,,,,,
Russian Federation,Pridonskoy,,,,,,
Republic of North Macedonia,Probistip,,,,,,
Brazil,Promissao,,,,,,
Poland,Przeworsk,,,,,,
Spain,Puerto Del Rosario,,,,,,
Peru,Puerto Maldonado,,,,,,
Colombia,Puerto Santander,,,,,,
Bolivia (Plurinational State of),Punata,,,,,,
Russian Federation,Pushkin,,,,,,
Pakistan,Qadirpur Ran,,,,,,
France,Quimper,,,,,,
Colombia,Quinchia,,,,,,
Mexico,Quiroga,,,,,,
Greece,Rafina,,,,,,
India,Rajnagar,,,,,,
France,Pierrelatte,,,,,,
Spain,Pilas,,,,,,
China,Pingxiang,,,,,,
United States of America,Placerville,,,,,,
United States of America,Pleasant Prairie,,,,,,
Brazil,Pombos,,,,,,
Spain,Ponferrada,,,,,,
Portugal,Ponte De Sor,,,,,,
Italy,Porcia,,,,,,
Italy,Olgiate Comasco,,,,,,
Poland,Olkusz,,,,,,
Switzerland,Olten,,,,,,
United States of America,Opa Locka,,,,,,
Russian Federation,Opochka,,,,,,
Serbia,Orahovac,,,,,,
United States of America,Orangevale,,,,,,
Russian Federation,Orekhovo Zuevo,,,,,,
Canada,Oshawa,,,,,,
France,Ostwald,,,,,,
Burkina Faso,Ouahigouya,,,,,,
Belgium,Oupeye,,,,,,
United States of America,Pacific Grove,,,,,,
Germany,Paderborn,,,,,,
Philippines,Pagadian,,,,,,
India,Palakollu,,,,,,
Italy,Palermo,,,,,,
Brazil,Palhoca,,,,,,
India,Pali,,,,,,
United States of America,Palisades Park,,,,,,
Australia,Palmerston,,,,,,
Bulgaria,Panagjuriste,,,,,,
Panama,Panama,,,,,,
India,Rampur Hat,,,,,,
India,Rayadrug,,,,,,
Russian Federation,Raychikhinsk,,,,,,
Zimbabwe,Redcliffe,,,,,,
United States of America,Redlands,,,,,,
Brazil,Remanso,,,,,,
Belgium,Retie,,,,,,
Germany,Rhede,,,,,,
Brazil,Rio Negro,,,,,,
Spain,Ripollet,,,,,,
India,Robertsganj,,,,,,
United States of America,Rochester Hills,,,,,,
United States of America,Rock Hill,,,,,,
Australia,Rockhampton,,,,,,
China,Rongcheng,,,,,,
India,Madhogarh,,,,,,
United States of America,Madison Heights,,,,,,
India,Mahiari,,,,,,
Niger,Maine Soroa,,,,,,
Philippines,Malabanban,,,,,,
Nepal,Malangwa,,,,,,
Spain,Malgrat De Mar,,,,,,
Brazil,Mamanguape,,,,,,
Ghana,Mampong,,,,,,
Guinea,Mandiana,,,,,,
United Republic of Tanzania,Maposeni,,,,,,
Portugal,Margaride,,,,,,
Romania,Marghita,,,,,,
Brazil,Codajas,,,,,,
United Kingdom of Great Britain and Northern Ireland,Coleraine,,,,,,
United States of America,Commerce,,,,,,
Peru,Contamana,,,,,,
Italy,Conversano,,,,,,
Brazil,Coracao De Jesus,,,,,,
France,Coueron,,,,,,
France,Courrieres,,,,,,
Mexico,Cozumel,,,,,,
Australia,Craigieburn,,,,,,
United Kingdom of Great Britain and Northern Ireland,Crowthorne,,,,,,
Brazil,Cruzeiro Do Sul,,,,,,
Hungary,Csorna,,,,,,
Indonesia,Curug,,,,,,
Thailand,Phon,,,,,,
Greece,Pilaia,,,,,,
Philippines,Pili,,,,,,
Pakistan,Pindi Bhattian,,,,,,
Brazil,Piquete,,,,,,
Guinea,Pita,,,,,,
Mauritius,Plaine Magnien,,,,,,
Germany,Plettenberg,,,,,,
Romania,Ploiesti,,,,,,
United States of America,Plover,,,,,,
Russian Federation,Podolsk,,,,,,
Greece,Polikhni,,,,,,
United States of America,Port Saint John,,,,,,
Finland,Porvoo,,,,,,
Spain,Pozuelo De Alarcon,,,,,,
Russian Federation,Prokopyevsk,,,,,,
Serbia,Prokuplje,,,,,,
Russian Federation,Promyshlennaya,,,,,,
Greece,Ptolemais,,,,,,
Venezuela (Bolivarian Republic of),Punto Fijo,,,,,,
Peru,Puquio,,,,,,
Azerbaijan,Pushkino,,,,,,
Ecuador,Puyo,,,,,,
Myanmar,Pyay,,,,,,
Portugal,Queluz,,,,,,
Romania,Radauti,,,,,,
India,Rahon,,,,,,
India,Rajula,,,,,,
Portugal,Ramada,,,,,,
India,Ramanuj Ganj,,,,,,
France,Roubaix,,,,,,
Unknown,Runcorn,,,,,,
Italy,Russi,,,,,,
Burundi,Ruyigi,,,,,,
Rwanda,Rwamagana,,,,,,
Germany,Saarlouis,,,,,,
Mexico,Sabinas,,,,,,
India,Saharanpur,,,,,,
India,Sahawar,,,,,,
India,Saiha,,,,,,
India,Sakleshpur,,,,,,
Iran (Islamic Republic of),Salmas,,,,,,
Italy,San Cesareo,,,,,,
Italy,San Dona Di Piave,,,,,,
Italy,San Gregorio Di Catania,,,,,,
Mexico,San Juan De Los Lagos,,,,,,
Colombia,San Juan De Uraba,,,,,,
Mexico,San Julian,,,,,,
El Salvador,San Martin,,,,,,
Panama,San Miguelito,,,,,,
Mexico,San Pablo De Las Salinas,,,,,,
Germany,Sankt Augustin,,,,,,
Germany,Sankt Georgen,,,,,,
Spain,Sant Pere De Ribes,,,,,,
Spain,Santa Marta De Tormes,,,,,,
Spain,Santomera,,,,,,
Unknown,Sao Francisco Do Conde,,,,,,
Indonesia,Pandegelang,,,,,,
Mexico,Papalotla,,,,,,
Germany,Parchim,,,,,,
France,Passy,,,,,,
India,Penukonda,,,,,,
Brazil,Pereira Barreto,,,,,,
Philippines,Perrelos,,,,,,
Belgium,Peruwelz,,,,,,
Indonesia,Peterongan,,,,,,
India,Petlawad,,,,,,
Brazil,Petropolis,,,,,,
Germany,Pforzheim,,,,,,
Thailand,Phanom Sarakham,,,,,,
Pakistan,Bahawalpur,,,,,,
Turkmenistan,Baherden,,,,,,
United States of America,Bainbridge,,,,,,
United States of America,Balch Springs,,,,,,
Philippines,Baliuag,,,,,,
Sweden,Balsta,,,,,,
India,Bangaon,,,,,,
Philippines,Bangar,,,,,,
Indonesia,Bangkalan,,,,,,
China,Baoji,,,,,,
Bangladesh,Barisal,,,,,,
Brazil,Barroquinha,,,,,,
Russian Federation,Bisert,,,,,,
Unknown,Bissau,,,,,,
Italy,Bitetto,,,,,,
United States of America,Black Forest,,,,,,
Malawi,Blantyre,,,,,,
Germany,Bohmte,,,,,,
Ukraine,Bolekhiv,,,,,,
India,Bongaigaon,,,,,,
Colombia,Bosconia,,,,,,
Italy,Boscoreale,,,,,,
United States of America,Brainerd,,,,,,
Germany,Brand Erbisdorf,,,,,,
Belgium,Brecht,,,,,,
Brazil,Brejo Santo,,,,,,
Netherlands,Brielle,,,,,,
South Africa,Brits,,,,,,
Netherlands,Beek,,,,,,
Belgium,Beernem,,,,,,
United States of America,Bellview,,,,,,
Germany,Belm,,,,,,
Italy,Belpasso,,,,,,
Germany,Bendorf,,,,,,
Egypt,Beni Suef,,,,,,
Spain,Bermeo,,,,,,
Italy,Besana In Brianza,,,,,,
Guinea,Beyla,,,,,,
France,Beziers,,,,,,
India,Bhander,,,,,,
India,Bhanpuri,,,,,,
India,Bhattiprolu,,,,,,
India,Bhimunipatnam,,,,,,
India,Bicholim,,,,,,
United Kingdom of Great Britain and Northern Ireland,Bideford,,,,,,
Kingdom of Eswatini,Big Bend,,,,,,
India,Bilara,,,,,,
Turkey,Birecik,,,,,,
Brazil,Artur Nogueira,,,,,,
Tunisia,Aryanah,,,,,,
Bulgaria,Asenovgrad,,,,,,
United States of America,Ashland,,,,,,
India,Asind,,,,,,
India,Atrauli,,,,,,
Germany,Augsburg,,,,,,
Italy,Aulla,,,,,,
United States of America,Azalea Park,,,,,,
Spain,Azuqueca De Henares,,,,,,
India,Baberu,,,,,,
Philippines,Bacolod,,,,,,
Austria,Bad Ischl,,,,,,
United Republic of Tanzania,Bagamoyo,,,,,,
Portugal,Baguim Do Monte,,,,,,
China,Shenjiamen,,,,,,
India,Shikarpur,,,,,,
China,Shunyi,,,,,,
Pakistan,Sialkot,,,,,,
United Kingdom of Great Britain and Northern Ireland,Sidmouth,,,,,,
Malaysia,Simpang Empat,,,,,,
Unknown,Sitrah,,,,,,
Ukraine,Snizhne,,,,,,
Netherlands,Soest,,,,,,
Brazil,Soledade,,,,,,
Italy,Sondrio,,,,,,
France,Sorgues,,,,,,
United States of America,South Lake Tahoe,,,,,,
United States of America,South Venice,,,,,,
United States of America,South Whittier,,,,,,
Germany,Spiesen Elversberg,,,,,,
Italy,Spilimbergo,,,,,,
Slovakia,Spisska Nova Ves,,,,,,
United Kingdom of Great Britain and Northern Ireland,Stretford,,,,,,
United States of America,Struthers,,,,,,
Bangladesh,Sunamganj,,,,,,
Thailand,Sung Noen,,,,,,
Malaysia,Sungai Siput Utara,,,,,,
United States of America,Sycamore,,,,,,
China,Tailai,,,,,,
Japan,Takanabe,,,,,,
Japan,Takasaki,,,,,,
Pakistan,Talagang,,,,,,
Pakistan,Talhar,,,,,,
Niger,Tanout,,,,,,
India,Taoru,,,,,,
India,Taranagar,,,,,,
Romania,Targu Jiu,,,,,,
Bolivia (Plurinational State of),Tarija,,,,,,
Japan,Tateyama,,,,,,
Thailand,Khon Buri,,,,,,
Georgia,Khoni,,,,,,
India,Khurja,,,,,,
Republic of North Macedonia,Kicevo,,,,,,
Germany,Kirkel,,,,,,
Japan,Kisai,,,,,,
Hungary,Kiskunmajsa,,,,,,
Germany,Kitzingen,,,,,,
Japan,Kizukuri,,,,,,
South Africa,Klerksdorp,,,,,,
Thailand,Ko Samui,,,,,,
Unknown,Kochi,,,,,,
Belgium,Koksijde,,,,,,
Hungary,Komlo,,,,,,
South Africa,Koster,,,,,,
Cameroon,Kousseri,,,,,,
Indonesia,Kudus,,,,,,
Serbia,Kula,,,,,,
India,Kurali,,,,,,
Japan,Kuroishi,,,,,,
Lithuania,Kursenai,,,,,,
Finland,Kuusamo,,,,,,
France,La Courneuve,,,,,,
United States of America,La Crosse,,,,,,
Argentina,La Plata,,,,,,
United States of America,La Vergne,,,,,,
Nigeria,Lafia,,,,,,
Brazil,Lagoa Do Itaenga,,,,,,
Chad,Lai,,,,,,
India,Lakheri,,,,,,
Bangladesh,Lakshmipur,,,,,,
Argentina,Lambare,,,,,,
United States of America,Lancaster,,,,,,
United States of America,Laurinburg,,,,,,
Germany,Lauterbach,,,,,,
France,Le Portel,,,,,,
Poland,Lebork,,,,,,
Portugal,Leiria,,,,,,
Italy,Lendinara,,,,,,
Russian Federation,Lensk,,,,,,
Lithuania,Lentvaris,,,,,,
Russian Federation,Lesosibirsk,,,,,,
China,Liaoyang,,,,,,
Poland,Limanowa,,,,,,
Brazil,Limoeiro Do Norte,,,,,,
Guyana,Linden,,,,,,
China,Linfen,,,,,,
Brazil,Linhares,,,,,,
Russian Federation,Lipetsk,,,,,,
Australia,Lismore,,,,,,
United States of America,Live Oak,,,,,,
United States of America,Loma Linda,,,,,,
Italy,Lonato,,,,,,
United Kingdom of Great Britain and Northern Ireland,Londonderry,,,,,,
Italy,Loreto,,,,,,
United States of America,Lorton,,,,,,
United States of America,Los Altos,,,,,,
South Africa,Louis Trichardt,,,,,,
Germany,Ludenscheid,,,,,,
United States of America,Lyndon,,,,,,
Russian Federation,Lysogorskaya,,,,,,
Russian Federation,Lytkarino,,,,,,
India,Madikeri,,,,,,
India,Madurai,,,,,,
India,Maheshwar,,,,,,
France,Maisons Laffitte,,,,,,
Indonesia,Majalengka,,,,,,
Guatemala,Malacatan,,,,,,
Russian Federation,Malakhovka,,,,,,
United Republic of Tanzania,Malampaka,,,,,,
Germany,Malente,,,,,,
Philippines,Malolos,,,,,,
Norway,Mandal,,,,,,
Italy,Manduria,,,,,,
Brazil,Maracas,,,,,,
Russian Federation,Dankov,,,,,,
Russian Federation,Davydovo,,,,,,
Poland,Debica,,,,,,
Russian Federation,Dedovsk,,,,,,
United States of America,Defiance,,,,,,
India,Delhi,,,,,,
Belgium,Destelbergen,,,,,,
India,Dhandhuka,,,,,,
United States of America,Diamond Bar,,,,,,
India,Diglur,,,,,,
Belgium,Diksmuide,,,,,,
Russian Federation,Dimitrovgrad,,,,,,
Pakistan,Dina,,,,,,
Indonesia,Diwek,,,,,,
India,Doda,,,,,,
Spain,Don Benito,,,,,,
Netherlands,Dongen,,,,,,
China,Dongfeng,,,,,,
United States of America,Douglas,,,,,,
Indonesia,Dukuhturi,,,,,,
United States of America,Dundalk,,,,,,
Ghana,Dunkwa,,,,,,
United States of America,Durango,,,,,,
United Kingdom of Great Britain and Northern Ireland,Durham,,,,,,
Tajikistan,Dushanbe,,,,,,
Germany,Edemissen,,,,,,
United States of America,Edmond,,,,,,
United States of America,Edmonds,,,,,,
Brazil,Eirunepe,,,,,,
Mexico,El Colomo,,,,,,
United States of America,Elizabethton,,,,,,
Germany,Elsdorf,,,,,,
Unknown,Frederikshavn,,,,,,
Germany,Freudenstadt,,,,,,
Japan,Fuji,,,,,,
Japan,Fujiidera,,,,,,
Japan,Fukuma,,,,,,
China,Fushun,,,,,,
United States of America,Gaithersburg,,,,,,
Colombia,Galapa,,,,,,
Italy,Galatina,,,,,,
Italy,Galliate,,,,,,
India,Garhakota,,,,,,
India,Garwa,,,,,,
Indonesia,Gedangan,,,,,,
Australia,Geelong,,,,,,
China,Gejiu,,,,,,
Germany,Gerlingen,,,,,,
United States of America,Gilbert,,,,,,
Portugal,Entroncamento,,,,,,
Turkey,Esenyurt,,,,,,
Cuba,Esmeralda,,,,,,
Brazil,Espera Feliz,,,,,,
United States of America,Fairfield,,,,,,
Belgium,Farciennes,,,,,,
United States of America,Fargo,,,,,,
India,Fatehgarh Churian,,,,,,
Pakistan,Fazalpur,,,,,,
Brazil,Fernandopolis,,,,,,
France,Florange,,,,,,
Colombia,Florida,,,,,,
United States of America,Forest Hill,,,,,,
Nigeria,Emure,,,,,,
Czechia,Marianske Lazne,,,,,,
Italy,Matelica,,,,,,
Brazil,Mateus Leme,,,,,,
Brazil,Matipo,,,,,,
United Republic of Tanzania,Matiri,,,,,,
Portugal,Matosinhos,,,,,,
Brazil,Maua,,,,,,
Lithuania,Mazeikiai,,,,,,
Cameroon,Mbouda,,,,,,
Germany,Meckenheim,,,,,,
Iran (Islamic Republic of),Mehran,,,,,,
Cameroon,Meiganga,,,,,,
Mexico,Melchor Ocampo,,,,,,
Netherlands,Meppel,,,,,,
United States of America,Merced,,,,,,
Unknown,Miami Beach,,,,,,
Russian Federation,Miass,,,,,,
United States of America,Middlesex,,,,,,
Russian Federation,Mikhaylovskoye,,,,,,
United States of America,Millbury,,,,,,
Turkey,Mimarsinan,,,,,,
Japan,Minakuchi,,,,,,
United States of America,Mineral Wells,,,,,,
China,Mingguang,,,,,,
United Republic of Tanzania,Mingoyo,,,,,,
United States of America,Missouri City,,,,,,
Pakistan,Mitha Tiwana,,,,,,
Mexico,Mixquiahuala,,,,,,
Indonesia,Mlati,,,,,,
Brazil,Moji Mirim,,,,,,
Guatemala,Momostenango,,,,,,
Brazil,Montanha,,,,,,
Brazil,Monte Aprazivel,,,,,,
Italy,Montecchio Maggiore,,,,,,
France,Montlucon,,,,,,
United Kingdom of Great Britain and Northern Ireland,Morecambe,,,,,,
Mexico,Morelia,,,,,,
United Republic of Tanzania,Mpwapwa,,,,,,
United Republic of Tanzania,Mtama,,,,,,
Italy,Mugnano Di Napoli,,,,,,
India,Murbad,,,,,,
Germany,Murrhardt,,,,,,
United States of America,Muscatine,,,,,,
United Kingdom of Great Britain and Northern Ireland,Musselburgh,,,,,,
India,Muzaffarpur,,,,,,
Zambia,Mwinilunga,,,,,,
Malawi,Mzimba,,,,,,
India,Nadiad,,,,,,
Thailand,Nakhon Luang,,,,,,
India,Nakodar,,,,,,
United Republic of Tanzania,Namanga,,,,,,
Cameroon,Nanga Eboko,,,,,,
Greece,Naousa,,,,,,
India,Naraura,,,,,,
Bangladesh,Narayanganj,,,,,,
Finland,Nastola,,,,,,
India,Naugachhia,,,,,,
Germany,Neubiberg,,,,,,
Argentina,Neuquen,,,,,,
United States of America,New Kensington,,,,,,
Unknown,Newport News,,,,,,
Russian Federation,Neya,,,,,,
India,Nilagiri,,,,,,
Italy,Niscemi,,,,,,
Russian Federation,Nizhnekamsk,,,,,,
Russian Federation,Nizhneye Kazanishche,,,,,,
Italy,Noale,,,,,,
Mexico,Nochistlan,,,,,,
France,Nogent Le Rotrou,,,,,,
India,Nohar,,,,,,
Russian Federation,Svobodnyy,,,,,,
United States of America,Sylvania,,,,,,
China,Taizhou,,,,,,
Japan,Takatsuki,,,,,,
Philippines,Talisay,,,,,,
Viet Nam,Tam Ky,,,,,,
Germany,Tamm,,,,,,
China,Tangshan,,,,,,
Brazil,Taquaritinga Do Norte,,,,,,
Russian Federation,Tayshet,,,,,,
Kazakhstan,Temirtau,,,,,,
Russian Federation,Temryuk,,,,,,
India,Teonthar,,,,,,
Mexico,Tepatepec,,,,,,
Mexico,Tepic,,,,,,
Ukraine,Tetiyiv,,,,,,
India,Thakurganj,,,,,,
India,Thana,,,,,,
China,Tianpeng,,,,,,
United States of America,Tigard,,,,,,
Cameroon,Tiko,,,,,,
Niger,Tillabery,,,,,,
United States of America,Timberlake,,,,,,
Mexico,Tlalcilalcalpan,,,,,,
Brazil,Tocantinopolis,,,,,,
Honduras,Tocoa,,,,,,
Panama,Tocumen,,,,,,
China,Tongchuan,,,,,,
China,Tounan,,,,,,
Japan,Toyohashi,,,,,,
Uruguay,Treinta Y Tres,,,,,,
Argentina,Tres Arroyos,,,,,,
Cuba,Trinidad,,,,,,
Mauritius,Triolet,,,,,,
United States of America,Troy,,,,,,
Russian Federation,Trudovoye,,,,,,
Libya,Tubruq,,,,,,
Pakistan,Turbat,,,,,,
Mexico,Tuxpan,,,,,,
India,Ujjain,,,,,,
Russian Federation,Ulyanovsk,,,,,,
Republic of Moldova,Ungheni,,,,,,
Czechia,Unicov,,,,,,
Brazil,Uruana,,,,,,
Switzerland,Uster,,,,,,
United States of America,Utica,,,,,,
Thailand,Uttaradit,,,,,,
Turkey,Uzumlu,,,,,,
India,Vaijapur,,,,,,
France,Vallauris,,,,,,
Brazil,Varginha,,,,,,
Brazil,Varzea Grande,,,,,,
Germany,Velbert,,,,,,
India,Velluru,,,,,,
India,Venkatagiri,,,,,,
Russian Federation,Verkhnyaya Tura,,,,,,
France,Verneuil Sur Seine,,,,,,
South Africa,Welkom,,,,,,
Brazil,Wenceslau Braz,,,,,,
Germany,Wiesbaden,,,,,,
United States of America,Winchendon,,,,,,
United Kingdom of Great Britain and Northern Ireland,Winchester,,,,,,
United States of America,Winona,,,,,,
United States of America,Winter Springs,,,,,,
Poland,Wlodawa,,,,,,
Poland,Wodzislaw Slaski,,,,,,
Germany,Wolfsburg,,,,,,
Poland,Wolomin,,,,,,
China,Wuhan,,,,,,
Azerbaijan,Xanlar,,,,,,
Brazil,Xanxere,,,,,,
China,Xiamen,,,,,,
China,Xiantao,,,,,,
China,Xiongzhou,,,,,,
China,Yanliang,,,,,,
Thailand,Yasothon,,,,,,
Russian Federation,Yegorlykskaya,,,,,,
India,Yellandu,,,,,,
Ghana,Yendi,,,,,,
Armenia,Yerevan,,,,,,
China,Yishui,,,,,,
Chile,Yumbel,,,,,,
Russian Federation,Zaprudnya,,,,,,
Germany,Zella Mehlis,,,,,,
China,Zhaoyang,,,,,,
China,Zhenjiang,,,,,,
Poland,Zlocieniec,,,,,,
Austria,Zwettl,,,,,,
Portugal,Vila Nova De Gaia,,,,,,
Guatemala,Villa Nueva,,,,,,
Mexico,Villa Union,,,,,,
France,Villefranche Sur Saone,,,,,,
Russian Federation,Vorsma,,,,,,
Bulgaria,Vraca,,,,,,
South Africa,Vredefort,,,,,,
Russian Federation,Vyatskiye Polyany,,,,,,
Thailand,Wang Noi,,,,,,
United States of America,Wareham,,,,,,
Georgia,Marneuli,,,,,,
Unknown,Martaban,,,,,,
Iran (Islamic Republic of),Marv Dasht,,,,,,
United States of America,Massillon,,,,,,
United States of America,Maumee,,,,,,
India,Mavelikara,,,,,,
Spain,Medina Del Campo,,,,,,
Pakistan,Mehar,,,,,,
Belgium,Menen,,,,,,
United States of America,Menlo Park,,,,,,
United States of America,Meriden,,,,,,
Germany,Miesbach,,,,,,
Poland,Milicz,,,,,,
Ethiopia,Mizan Teferi,,,,,,
Norway,Mo I Rana,,,,,,
Romania,Moinesti,,,,,,
Unknown,Mont Dore,,,,,,
Czechia,Moravska Trebova,,,,,,
Brazil,Moreno,,,,,,
Brazil,Morro Agudo,,,,,,
Germany,Morsbach,,,,,,
United States of America,Mount Clemens,,,,,,
Brazil,Mozarlandia,,,,,,
United Republic of Tanzania,Msowero,,,,,,
China,Mudanjiang,,,,,,
Zimbabwe,Mutoko,,,,,,
Netherlands,Naaldwijk,,,,,,
Zambia,Nakambala,,,,,,
Thailand,Nam Som,,,,,,
Unknown,Nanao,,,,,,
United Kingdom of Great Britain and Northern Ireland,Frome,,,,,,
Romania,Galati,,,,,,
Italy,Galatone,,,,,,
United States of America,Galesburg,,,,,,
Philippines,General Emilio Aguinaldo,,,,,,
Italy,Genzano Di Roma,,,,,,
United States of America,Eugene,,,,,,
Philippines,Eustaquio Lopez,,,,,,
United States of America,Evergreen Park,,,,,,
Germany,Falkensee,,,,,,
United States of America,Farmington,,,,,,
Brazil,Farroupilha,,,,,,
India,Fatwa,,,,,,
India,Feroke,,,,,,
Albania,Fier,,,,,,
United Kingdom of Great Britain and Northern Ireland,Fleet,,,,,,
United States of America,Floral Park,,,,,,
Italy,Formigine,,,,,,
India,Arumbavur,,,,,,
Germany,Asperg,,,,,,
Japan,Atami,,,,,,
United States of America,Atchison,,,,,,
United Kingdom of Great Britain and Northern Ireland,Atherton,,,,,,
United States of America,Attleboro,,,,,,
Belgium,Aubange,,,,,,
Jordan,Aydun,,,,,,
Malaysia,Ayer Itam,,,,,,
Greece,Ayia Paraskevi,,,,,,
Russian Federation,Babayurt,,,,,,
Germany,Bad Freienwalde,,,,,,
Germany,Bad Salzungen,,,,,,
Germany,Baden Baden,,,,,,
Philippines,Bagabag,,,,,,
Afghanistan,Baglan,,,,,,
India,Bagra,,,,,,
India,Baihar,,,,,,
Russian Federation,Balakovo,,,,,,
Senegal,Bambey,,,,,,
Thailand,Ban Phaeo,,,,,,
Thailand,Bang Bo,,,,,,
India,Banga,,,,,,
Central African Republic,Bangassou,,,,,,
India,Bar Bigha,,,,,,
Russian Federation,Barabinsk,,,,,,
Italy,Bareggio,,,,,,
South Africa,Barkly West,,,,,,
Brazil,Barra De Sao Francisco,,,,,,
Brazil,Barras,,,,,,
Guyana,Bartica,,,,,,
United States of America,Bartow,,,,,,
Germany,Bassum,,,,,,
Unknown,Bata,,,,,,
Malaysia,Batu Arang,,,,,,
Iraq,Bayji,,,,,,
United Kingdom of Great Britain and Northern Ireland,Bearsden,,,,,,
United Kingdom of Great Britain and Northern Ireland,Bedworth,,,,,,
India,Begun,,,,,,
Serbia,Bela Crkva,,,,,,
United States of America,Bell,,,,,,
Colombia,Bello,,,,,,
Australia,Bendigo,,,,,,
Unknown,Benidorm,,,,,,
South Africa,Benoni,,,,,,
Brazil,Bento Goncalves,,,,,,
Netherlands,Bergen,,,,,,
France,Bergerac,,,,,,
India,Bettiah,,,,,,
Pakistan,Bhan,,,,,,
Bangladesh,Bhandaria,,,,,,
India,Bhasawar,,,,,,
India,Bhor,,,,,,
India,Bhuban,,,,,,
Poland,Bialogard,,,,,,
France,Biarritz,,,,,,
India,Bid,,,,,,
Iran (Islamic Republic of),Bijar,,,,,,
India,Bilimora,,,,,,
Turkey,Bingol,,,,,,
China,Changying,,,,,,
France,Charleville Mezieres,,,,,,
India,Chhachhrauli,,,,,,
Pakistan,Chiniot,,,,,,
Zimbabwe,Chiredzi,,,,,,
Romania,Chitila,,,,,,
India,Chodavaram,,,,,,
Mozambique,Chokwe,,,,,,
Honduras,Choluteca,,,,,,
India,Chopan,,,,,,
India,Chunar,,,,,,
Poland,Ciechanow,,,,,,
Belgium,Ciney,,,,,,
United States of America,Circleville,,,,,,
Bulgaria,Cirpan,,,,,,
