Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
United States of America,Slidell,,,,,,
Brazil,Santo Anastacio,,,,,,
Colombia,Santuario,,,,,,
Brazil,Sao Jose De Mipibu,,,,,,
United Kingdom of Great Britain and Northern Ireland,Rotherham,,,,,,
Iran (Islamic Republic of),Rudbar,,,,,,
Russian Federation,Salsk,,,,,,
United States of America,Secaucus,,,,,,
United States of America,Olivehurst,,,,,,
Iran (Islamic Republic of),Orumiyeh,,,,,,
Brazil,Ourinhos,,,,,,
United States of America,Pahrump,,,,,,
Slovenia,Maribor,,,,,,
Brazil,Matao,,,,,,
Cuba,Mayari,,,,,,
Australia,Melton,,,,,,
China,Mentougou,,,,,,
United Kingdom of Great Britain and Northern Ireland,Merthyr Tydfil,,,,,,
Cameroon,Mfou,,,,,,
Spain,Mijas,,,,,,
China,Mingyue,,,,,,
Japan,Mishima,,,,,,
Japan,Mitake,,,,,,
South Africa,Mmabatho,,,,,,
India,Mohanur,,,,,,
India,Mokama,,,,,,
India,Mul,,,,,,
Tunisia,Nabul,,,,,,
India,Nagamangala,,,,,,
Germany,Nagold,,,,,,
Kenya,Nairobi,,,,,,
China,Nanlong,,,,,,
India,Narsipatnam,,,,,,
Brazil,Navegantes,,,,,,
Russian Federation,Navoloki,,,,,,
Belgium,Nazareth,,,,,,
Turkey,Nigde,,,,,,
United States of America,North Olmsted,,,,,,
United Kingdom of Great Britain and Northern Ireland,Northampton,,,,,,
Russian Federation,Ob,,,,,,
Japan,Ofunato,,,,,,
United Republic of Tanzania,Old Shinyanga,,,,,,
Spain,Reus,,,,,,
Cameroon,Rey Bouba,,,,,,
Italy,Riccione,,,,,,
Serbia,Ripanj,,,,,,
Poland,Piastow,,,,,,
China,Pingdingshan,,,,,,
Brazil,Pitangui,,,,,,
United States of America,Point Pleasant,,,,,,
Slovakia,Puchov,,,,,,
China,Pumiao,,,,,,
China,Qingan,,,,,,
India,Rabkavi,,,,,,
Spain,Onda,,,,,,
Canada,Orillia,,,,,,
India,Panchgani,,,,,,
Mexico,Papantla,,,,,,
Indonesia,Pasarkemis,,,,,,
Romania,Pascani,,,,,,
Philippines,Pasil,,,,,,
Russian Federation,Pervomayskiy,,,,,,
Russian Federation,Pervouralsk,,,,,,
Albania,Peshkopi,,,,,,
Unknown,Puerto Cortes,,,,,,
Chile,Puerto Montt,,,,,,
Brazil,Quarai,,,,,,
India,Rath,,,,,,
Pakistan,Rawalpindi,,,,,,
France,Rive De Gier,,,,,,
United States of America,River Grove,,,,,,
Russian Federation,Rostov Na Donu,,,,,,
Spain,Rute,,,,,,
Russian Federation,Rybinsk,,,,,,
Portugal,Sacavem,,,,,,
India,Safipur,,,,,,
United Kingdom of Great Britain and Northern Ireland,Saint Austell,,,,,,
Germany,Salzhemmendorf,,,,,,
Germany,Schoneiche,,,,,,
Italy,Sciacca,,,,,,
India,Shahganj,,,,,,
Cameroon,Mutengene,,,,,,
Japan,Namioka,,,,,,
Nicaragua,Nandaime,,,,,,
Germany,Nauen,,,,,,
Unknown,Necocli,,,,,,
South Africa,Nelspruit,,,,,,
United States of America,New Berlin,,,,,,
Thailand,Non Sang,,,,,,
United States of America,North Babylon,,,,,,
United States of America,North Branford,,,,,,
Ukraine,Nosivka,,,,,,
Russian Federation,Novosibirsk,,,,,,
Mexico,Nuevo Mexico,,,,,,
Germany,Numbrecht,,,,,,
United Republic of Tanzania,Nyanguge,,,,,,
India,Lakhisarai,,,,,,
Spain,Laviana,,,,,,
Germany,Lich,,,,,,
Denmark,Lillerod,,,,,,
Ukraine,Lokhvytsya,,,,,,
Bulgaria,Lom,,,,,,
China,Longyan,,,,,,
Cameroon,Loum,,,,,,
Democratic Republic of the Congo,Lusambo,,,,,,
India,Madanpur,,,,,,
India,Madhyamgram,,,,,,
Colombia,Madrid,,,,,,
Madagascar,Mananjary,,,,,,
India,Mandsaur,,,,,,
Madagascar,Manjakandriana,,,,,,
Brazil,Marau,,,,,,
United States of America,Sweetwater,,,,,,
Hungary,Szekszard,,,,,,
Hungary,Szolnok,,,,,,
C̫te d'Ivoire,Tabou,,,,,,
Russian Federation,Taksimo,,,,,,
India,Talbahat,,,,,,
Japan,Tanuma,,,,,,
India,Tarakeswar,,,,,,
Australia,Taree,,,,,,
Pakistan,Taunsa,,,,,,
Unknown,Terracina,,,,,,
South Africa,Thabazimbi,,,,,,
Nepal,Tikapur,,,,,,
Algeria,Timizart,,,,,,
Sweden,Timra,,,,,,
India,Tirukkattuppalli,,,,,,
India,Tiruvottiyur,,,,,,
Spain,Tomino,,,,,,
South Sudan,Maridi,,,,,,
Italy,Massa,,,,,,
United States of America,Mastic,,,,,,
Germany,Memmingen,,,,,,
Hungary,Mezobereny,,,,,,
United States of America,Miami Shores,,,,,,
United Republic of Tanzania,Misasi,,,,,,
United Republic of Tanzania,Mlalo,,,,,,
Colombia,Mocoa,,,,,,
Italy,Mondragone,,,,,,
Germany,Morbach,,,,,,
India,Khatauli,,,,,,
India,Kheri,,,,,,
India,Kiraoli,,,,,,
Iraq,Kirkuk,,,,,,
Japan,Komagane,,,,,,
Russian Federation,Kosaya Gora,,,,,,
Russian Federation,Kotlas,,,,,,
Malaysia,Kuah,,,,,,
Austria,Kufstein,,,,,,
India,Kutiyana,,,,,,
United States of America,Lafayette,,,,,,
Italy,San Miniato,,,,,,
Unknown,Santa Margherita Ligure,,,,,,
Brazil,Santa Maria Da Boa Vista,,,,,,
Guatemala,Santiago Atitlan,,,,,,
Brazil,Sao Jose Da Laje,,,,,,
China,Shaoxing,,,,,,
Unknown,Shcholkine,,,,,,
Spain,Sabadell,,,,,,
France,Saint Leu La Foret,,,,,,
France,Saint Pierre,,,,,,
Uzbekistan,Salar,,,,,,
Turkey,Sungurlu,,,,,,
Brazil,Tabatinga,,,,,,
China,Taixing,,,,,,
Japan,Takayama,,,,,,
India,Shirdi,,,,,,
India,Shorapur,,,,,,
India,Shrirangapattana,,,,,,
India,Siddipet,,,,,,
Canada,Simcoe,,,,,,
China,Sishui,,,,,,
Ukraine,Snyatyn,,,,,,
Unknown,Sorong,,,,,,
Russian Federation,Staroshcherbinovskaya,,,,,,
Austria,Steyr,,,,,,
Brazil,Sumare,,,,,,
Japan,Hamakita,,,,,,
India,Hassan,,,,,,
Sweden,Hassleholm,,,,,,
United States of America,Hastings,,,,,,
China,Hebi,,,,,,
India,Dehri,,,,,,
Burkina Faso,Diebougou,,,,,,
Bangladesh,Dinajpur,,,,,,
Thailand,Doembang Nangbuat,,,,,,
France,Douchy Les Mines,,,,,,
United States of America,Drexel Heights,,,,,,
Lithuania,Druskininkai,,,,,,
Kazakhstan,Dzhusaly,,,,,,
Venezuela (Bolivarian Republic of),Ejido,,,,,,
Mexico,Escarcega,,,,,,
Brazil,Estancia Velha,,,,,,
Italy,Falconara Marittima,,,,,,
United States of America,Fernley,,,,,,
United States of America,Florida Ridge,,,,,,
South Africa,Fort Beaufort,,,,,,
United States of America,Pine Hills,,,,,,
Colombia,Planeta Rica,,,,,,
Russian Federation,Polyarnyy,,,,,,
Poland,Pruszkow,,,,,,
Bolivia (Plurinational State of),Puerto Suarez,,,,,,
Spain,Fuengirola,,,,,,
United States of America,Gainesville,,,,,,
Bangladesh,Gazipur,,,,,,
Germany,Gerstetten,,,,,,
China,Yuxia,,,,,,
Japan,Yuzawa,,,,,,
France,Yzeure,,,,,,
China,Zalantun,,,,,,
Russian Federation,Zernograd,,,,,,
Ethiopia,Ziway,,,,,,
United States of America,Wellesley,,,,,,
Unknown,Weymouth,,,,,,
Poland,Wieliczka,,,,,,
United States of America,Winfield,,,,,,
United Kingdom of Great Britain and Northern Ireland,Witham,,,,,,
United States of America,Woodburn,,,,,,
Germany,Wulfrath,,,,,,
China,Yangzhou,,,,,,
Morocco,Agadir,,,,,,
Mexico,Ahualulco,,,,,,
Spain,Aller,,,,,,
Brazil,Amambai,,,,,,
Spain,Amposta,,,,,,
India,Anantapur,,,,,,
Brazil,Araras,,,,,,
Mexico,Arcelia,,,,,,
Brazil,Areia,,,,,,
United Republic of Tanzania,Arusha,,,,,,
Philippines,Asia,,,,,,
Morocco,Asilah,,,,,,
Iran (Islamic Republic of),Baft,,,,,,
Japan,Hokota,,,,,,
Austria,Hollabrunn,,,,,,
Germany,Holzkirchen,,,,,,
Ukraine,Horodok,,,,,,
Spain,Huelva,,,,,,
Ukraine,Hulyaypole,,,,,,
Brazil,Ibirataia,,,,,,
United States of America,Idylwood,,,,,,
Madagascar,Ihosy,,,,,,
Brazil,Canoas,,,,,,
France,Castres,,,,,,
Honduras,Catacamas,,,,,,
Argentina,Catamarca,,,,,,
Colombia,Caucasia,,,,,,
Italy,Cesena,,,,,,
United States of America,Clayton,,,,,,
Mexico,Cuautla,,,,,,
India,Cuddapah,,,,,,
Peru,Cusco,,,,,,
United States of America,Vincennes,,,,,,
Russian Federation,Vladivostok,,,,,,
Russian Federation,Volosovo,,,,,,
Russian Federation,Vychegodskiy,,,,,,
Netherlands,Wageningen,,,,,,
Bolivia (Plurinational State of),Warnes,,,,,,
South Sudan,Waw,,,,,,
Germany,Wehr,,,,,,
Canada,Williams Lake,,,,,,
Germany,Wittenberge,,,,,,
United States of America,Wolcott,,,,,,
Unknown,Worthing,,,,,,
China,Xinyang,,,,,,
China,Xucheng,,,,,,
Russian Federation,Yandyrka,,,,,,
Russian Federation,Yessentukskaya,,,,,,
China,Yuci,,,,,,
China,Zhangdian,,,,,,
China,Zhengjiatun,,,,,,
Colombia,Zipaquira,,,,,,
France,Taverny,,,,,,
India,Teghra,,,,,,
Ghana,Teshie,,,,,,
Nicaragua,Tipitapa,,,,,,
Hungary,Tiszavasvari,,,,,,
Germany,Titisee Neustadt,,,,,,
Sweden,Tranas,,,,,,
Germany,Traunreut,,,,,,
Canada,Truro,,,,,,
Bosnia and Herzegovina,Tuzla,,,,,,
Germany,Uetze,,,,,,
Germany,Uhingen,,,,,,
Cuba,Union De Reyes,,,,,,
India,Uran,,,,,,
Spain,Utrera,,,,,,
United States of America,Vancouver,,,,,,
South Africa,Vanderbijlpark,,,,,,
Netherlands,Vianen,,,,,,
Philippines,Victorias,,,,,,
South Africa,Sasolburg,,,,,,
Switzerland,Schaffhausen,,,,,,
Russian Federation,Shagonar,,,,,,
India,Shahabad,,,,,,
Ukraine,Shepetivka,,,,,,
Afghanistan,Shibarghan,,,,,,
Poland,Siemianowice Slaskie,,,,,,
Dominican Republic,Sanchez,,,,,,
Brazil,Sao Miguel Do Guama,,,,,,
United States of America,Somersworth,,,,,,
Italy,Sommacampagna,,,,,,
Germany,Starnberg,,,,,,
Czechia,Strakonice,,,,,,
Indonesia,Sumedang,,,,,,
United States of America,Chanhassen,,,,,,
China,Chaohu,,,,,,
United States of America,Charleston,,,,,,
Belgium,Chaumont Gistoux,,,,,,
Russian Federation,Chulym,,,,,,
France,Clichy Sous Bois,,,,,,
Italy,Comiso,,,,,,
Cuba,Corralillo,,,,,,
India,Abu Road,,,,,,
Spain,Alcala De Guadaira,,,,,,
Portugal,Aldeia De Paio Pires,,,,,,
United States of America,Aliquippa,,,,,,
Kazakhstan,Almaty,,,,,,
Australia,Darwin,,,,,,
Pakistan,Darya Khan,,,,,,
United Kingdom of Great Britain and Northern Ireland,Dewsbury,,,,,,
India,Diphu,,,,,,
Ethiopia,Dodola,,,,,,
United Kingdom of Great Britain and Northern Ireland,Prescot,,,,,,
Mexico,Puente De Ixtla,,,,,,
Israel,Qiryat Motzkin,,,,,,
France,Pirae,,,,,,
Brazil,Porto Ferreira,,,,,,
Italy,Portomaggiore,,,,,,
Sweden,Ronneby,,,,,,
Brazil,Rubiataba,,,,,,
United States of America,Saint Peters,,,,,,
France,Saint Maur Des Fosses,,,,,,
Colombia,Sampues,,,,,,
Italy,San Nicola,,,,,,
Italy,San Vito Dei Normanni,,,,,,
Brazil,Sao Goncalo Dos Campos,,,,,,
India,Razole,,,,,,
United States of America,Ridgefield,,,,,,
Denmark,Ronne,,,,,,
Germany,Olsberg,,,,,,
Brazil,Osasco,,,,,,
Finland,Oulu,,,,,,
Brazil,Palmeiras De Goias,,,,,,
United States of America,Paterson,,,,,,
United States of America,Pennsauken,,,,,,
India,Shrirampur,,,,,,
China,Shuangyashan,,,,,,
Sweden,Skoghall,,,,,,
Russian Federation,Narva,,,,,,
India,Narwana,,,,,,
Unknown,Nassau,,,,,,
Russian Federation,Nevinnomyssk,,,,,,
Russian Federation,Nikolskoye,,,,,,
United States of America,North Richland Hills,,,,,,
Russian Federation,Novosergiyevka,,,,,,
United States of America,Oakley,,,,,,
Germany,Oberhaching,,,,,,
Argentina,Olavarria,,,,,,
India,Kanor,,,,,,
India,Kanpur,,,,,,
Pakistan,Kashmor,,,,,,
Poland,Katowice,,,,,,
Spain,Dos Hermanas,,,,,,
United Kingdom of Great Britain and Northern Ireland,Droitwich,,,,,,
Russian Federation,Dugulubgey,,,,,,
United States of America,Dunmore,,,,,,
United States of America,Elmhurst,,,,,,
United States of America,Emmaus,,,,,,
United States of America,Fort Stewart,,,,,,
United States of America,Gallatin,,,,,,
China,Gannan,,,,,,
India,Gannavaram,,,,,,
Germany,Garching,,,,,,
Germany,Gescher,,,,,,
United States of America,Englewood,,,,,,
United States of America,Erie,,,,,,
Turkey,Erzincan,,,,,,
India,Etawah,,,,,,
Portugal,Figueira Da Foz,,,,,,
Australia,Flinders,,,,,,
Italy,Fondi,,,,,,
Brazil,Goianapolis,,,,,,
Turkey,Gonen,,,,,,
Cuba,Guisa,,,,,,
China,Hailar,,,,,,
India,Hanumangarh,,,,,,
Germany,Heide,,,,,,
Germany,Hof,,,,,,
Slovakia,Holic,,,,,,
Nigeria,Ibadan,,,,,,
Spain,Igualada,,,,,,
Japan,Ikoma,,,,,,
Madagascar,Ikongo,,,,,,
Brazil,Jatai,,,,,,
Uganda,Kabale,,,,,,
Sierra Leone,Kambia,,,,,,
United States of America,Dania Beach,,,,,,
United States of America,Drexel Hill,,,,,,
Croatia,Dubrovnik,,,,,,
Pakistan,Dullewala,,,,,,
United Kingdom of Great Britain and Northern Ireland,Dunstable,,,,,,
United States of America,East Millcreek,,,,,,
United States of America,East Norriton,,,,,,
United States of America,East Palo Alto,,,,,,
United States of America,East Wenatchee Bench,,,,,,
Turkey,Elmadag,,,,,,
Mexico,Taxco,,,,,,
Mexico,Tepeji,,,,,,
India,Tiruvalla,,,,,,
Unknown,Tonosho,,,,,,
Canada,Toronto,,,,,,
Italy,Trani,,,,,,
Unknown,Troon,,,,,,
United States of America,Troutdale,,,,,,
United States of America,Tupelo,,,,,,
Poland,Turek,,,,,,
India,Uklana Mandi,,,,,,
Turkey,Unye,,,,,,
Chile,Vallenar,,,,,,
India,Vedasandur,,,,,,
Republic of North Macedonia,Veles,,,,,,
Germany,Soltau,,,,,,
United States of America,South Hadley,,,,,,
Netherlands,Staphorst,,,,,,
Kazakhstan,Stepnogorsk,,,,,,
United States of America,Streator,,,,,,
Germany,Sulzbach,,,,,,
India,Sundargarh,,,,,,
Russian Federation,Sunzha,,,,,,
Serbia,Surcin,,,,,,
Thailand,Suwannaphum,,,,,,
Unknown,Svetlyy,,,,,,
Poland,Szydlowiec,,,,,,
Russian Federation,Taganrog,,,,,,
Venezuela (Bolivarian Republic of),Tariba,,,,,,
Germany,Taufkirchen,,,,,,
United States of America,University Park,,,,,,
Mexico,Valle Hermoso,,,,,,
Switzerland,Vevey,,,,,,
C̫te d'Ivoire,Ndouci,,,,,,
Bangladesh,Netrakona,,,,,,
India,Murliganj,,,,,,
United Republic of Tanzania,Nachingwea,,,,,,
China,Nanpiao,,,,,,
Poland,Nowa Ruda,,,,,,
Mexico,Mineral Del Monte,,,,,,
Italy,Misterbianco,,,,,,
Brazil,Monte Siao,,,,,,
United States of America,Montgomery,,,,,,
Indonesia,Metro,,,,,,
Poland,Gliwice,,,,,,
Denmark,Grenaa,,,,,,
Italy,Grottaglie,,,,,,
Russian Federation,Gulkevichi,,,,,,
Russian Federation,Gvardeysk,,,,,,
United States of America,Hartselle,,,,,,
Japan,Hashimoto,,,,,,
Netherlands,Hengelo,,,,,,
Netherlands,Hilvarenbeek,,,,,,
Tajikistan,Hisor,,,,,,
Germany,Hosbach,,,,,,
China,Hulan Ergi,,,,,,
Israel,Iksal,,,,,,
Italy,Ispica,,,,,,
Brazil,Itauna,,,,,,
Ukraine,Izmayil,,,,,,
Brazil,Jau,,,,,,
France,Joinville Le Pont,,,,,,
Guatemala,Joyabaj,,,,,,
Malaysia,Juru,,,,,,
United States of America,Keene,,,,,,
Indonesia,Kertosono,,,,,,
Turkey,Keskin,,,,,,
France,Lingolsheim,,,,,,
Germany,Linnich,,,,,,
Unknown,Loutrakion,,,,,,
United States of America,Lunenburg,,,,,,
Thailand,Mae Chan,,,,,,
Sri Lanka,Maharagama,,,,,,
United Kingdom of Great Britain and Northern Ireland,Maidenhead,,,,,,
United Republic of Tanzania,Makuyuni,,,,,,
Lithuania,Marijampole,,,,,,
Germany,Marktheidenfeld,,,,,,
Democratic Republic of the Congo,Mbuji Mayi,,,,,,
Italy,Melfi,,,,,,
United States of America,Melvindale,,,,,,
Switzerland,Langenthal,,,,,,
China,Lanxi,,,,,,
Italy,Lavello,,,,,,
Spain,Lena,,,,,,
Nigeria,Lere,,,,,,
France,Les Abymes,,,,,,
United States of America,Liberty,,,,,,
South Africa,Kirkwood,,,,,,
Poland,Kolobrzeg,,,,,,
India,Kondagaon,,,,,,
Serbia,Kragujevac,,,,,,
Germany,Kreuzau,,,,,,
India,Krishnanagar,,,,,,
Czechia,Krupka,,,,,,
India,Kudchi,,,,,,
India,Kushalgarh,,,,,,
Unknown,La Maddalena,,,,,,
Brazil,Lagoa Da Prata,,,,,,
United States of America,North Platte,,,,,,
Myanmar,Nyaunglebin,,,,,,
Turkmenistan,Murgab,,,,,,
United Republic of Tanzania,Namalenga,,,,,,
India,Nandgaon,,,,,,
India,Navapur,,,,,,
United States of America,Newburyport,,,,,,
United Kingdom of Great Britain and Northern Ireland,Newry,,,,,,
United States of America,Niagara Falls,,,,,,
United Republic of Tanzania,Mhango,,,,,,
Mali,Mopti,,,,,,
Germany,Saarwellingen,,,,,,
France,Saint Laurent Du Var,,,,,,
India,Machhiwara,,,,,,
Italy,Maddaloni,,,,,,
Peru,Mala,,,,,,
Equatorial Guinea,Malabo,,,,,,
India,Malpe,,,,,,
India,Mankachar,,,,,,
Brazil,Conchal,,,,,,
United States of America,Corona,,,,,,
Unknown,Corpus Christi,,,,,,
Australia,Cranbourne,,,,,,
Brazil,Cunha,,,,,,
Brazil,Currais Novos,,,,,,
France,Ploufragan,,,,,,
Indonesia,Porong,,,,,,
United States of America,Prattville,,,,,,
Russian Federation,Primorsko Akhtarsk,,,,,,
Afghanistan,Qarqin,,,,,,
Argentina,Rafaela,,,,,,
Italy,San Severino Marche,,,,,,
Argentina,Santiago Del Estero,,,,,,
Portugal,Santo Antonio Da Charneca,,,,,,
Peru,Saposoa,,,,,,
Russian Federation,Chelyabinsk,,,,,,
Bangladesh,Chhagalnaiya,,,,,,
United States of America,Christiansburg,,,,,,
Chile,Copiapo,,,,,,
United Kingdom of Great Britain and Northern Ireland,Cramlington,,,,,,
Mexico,Cunduacan,,,,,,
India,Curti,,,,,,
Somalia,Afmadu,,,,,,
Azerbaijan,Agdam,,,,,,
India,Agra,,,,,,
Cuba,Aguada De Pasajeros,,,,,,
India,Ahmadpur,,,,,,
United States of America,Algonquin,,,,,,
Argentina,Alta Gracia,,,,,,
Japan,Anjo,,,,,,
Turkey,Ankara,,,,,,
India,Ankola,,,,,,
Brazil,Aracruz,,,,,,
Brazil,Areado,,,,,,
Pakistan,Badin,,,,,,
India,Badlapur,,,,,,
Germany,Eschweiler,,,,,,
Germany,Ettlingen,,,,,,
United States of America,Eunice,,,,,,
China,Ezhou,,,,,,
Germany,Damme,,,,,,
Ghana,Foso,,,,,,
India,Gadag,,,,,,
India,Gangarampur,,,,,,
United Kingdom of Great Britain and Northern Ireland,Gateshead,,,,,,
Switzerland,Geneva,,,,,,
France,Ducos,,,,,,
India,Duliagaon,,,,,,
South Africa,East London,,,,,,
Cameroon,Ebolowa,,,,,,
United States of America,Elfers,,,,,,
Germany,Emden,,,,,,
South Africa,Bethal,,,,,,
Pakistan,Bhakkar,,,,,,
Malaysia,Bintulu,,,,,,
Austria,Bludenz,,,,,,
United States of America,Blue Island,,,,,,
Belgium,Bornem,,,,,,
United States of America,Bourne,,,,,,
India,Brahmapuri,,,,,,
Germany,Braunfels,,,,,,
Spain,Aspe,,,,,,
France,Aubagne,,,,,,
Niger,Ayorou,,,,,,
Germany,Bad Berleburg,,,,,,
Pakistan,Badah,,,,,,
India,Badgam,,,,,,
Gambia,Bakau,,,,,,
Thailand,Bang Khla,,,,,,
Brazil,Barreirinha,,,,,,
Hungary,Budapest,,,,,,
India,Budhgaon,,,,,,
Serbia,Bujanovac,,,,,,
Cuba,Cabaiguan,,,,,,
Brazil,Cacapava,,,,,,
Republic of Moldova,Cahul,,,,,,
Cuba,Calimete,,,,,,
Brazil,Camboriu,,,,,,
India,Chandannagar,,,,,,
Central African Republic,Kembe,,,,,,
Greece,Khania,,,,,,
United States of America,Ensley,,,,,,
Madagascar,Farafangana,,,,,,
Iran (Islamic Republic of),Fereydunshahr,,,,,,
Germany,Feucht,,,,,,
Italy,Fidenza,,,,,,
India,Firozpur,,,,,,
Spain,Fraga,,,,,,
Germany,Frankenberg,,,,,,
Mali,Gao,,,,,,
Pakistan,Garh Maharaja,,,,,,
Australia,Gawler,,,,,,
Colombia,Marsella,,,,,,
United States of America,Mason,,,,,,
Ireland,Maynooth,,,,,,
Italy,Melito Di Porto Salvo,,,,,,
India,Merta,,,,,,
United States of America,Mesquite,,,,,,
Poland,Miedzyrzec Podlaski,,,,,,
United States of America,Moss Point,,,,,,
India,Mulbagal,,,,,,
Mozambique,Nacala,,,,,,
Russian Federation,Nakhodka,,,,,,
India,Nandikotkur,,,,,,
United States of America,West Chicago,,,,,,
United States of America,West Memphis,,,,,,
Belgium,Willebroek,,,,,,
Germany,Wolnzach,,,,,,
China,Wufeng,,,,,,
Germany,Wurzburg,,,,,,
Poland,Wyszkow,,,,,,
Spain,Villacarrillo,,,,,,
Austria,Villach,,,,,,
Russian Federation,Vorotynsk,,,,,,
Slovakia,Vranov,,,,,,
United States of America,Waco,,,,,,
Germany,Warburg,,,,,,
India,Haldaur,,,,,,
Turkey,Hendek,,,,,,
Switzerland,Gland,,,,,,
Russian Federation,Golitsyno,,,,,,
France,Hoenheim,,,,,,
India,Hole Narsipur,,,,,,
Viet Nam,Hong Gai,,,,,,
China,Huaiyin,,,,,,
Mexico,Huilango,,,,,,
United States of America,Huntersville,,,,,,
India,Iglas,,,,,,
Pakistan,Yazman,,,,,,
Finland,Ylivieska,,,,,,
Uganda,Yumbe,,,,,,
Belgium,Zele,,,,,,
Germany,Zerbst,,,,,,
Russian Federation,Zlatoust,,,,,,
Indonesia,Ungaran,,,,,,
Germany,Usingen,,,,,,
Brazil,Varzea Paulista,,,,,,
Peru,Vice,,,,,,
South Africa,Whittlesea,,,,,,
United Kingdom of Great Britain and Northern Ireland,Wickford,,,,,,
