Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
United Republic of Tanzania,Sikonge,,,,,,
Denmark,Slagelse,,,,,,
Philippines,Solano,,,,,,
Italy,Scafati,,,,,,
Indonesia,Serpong,,,,,,
Germany,Salzkotten,,,,,,
India,Samdari,,,,,,
United States of America,Red Bluff,,,,,,
United States of America,Rockwall,,,,,,
Italy,Orbassano,,,,,,
Czechia,Pardubice,,,,,,
United States of America,Kannapolis,,,,,,
Indonesia,Kedungwaru,,,,,,
Malaysia,Kelapa Sawit,,,,,,
Azerbaijan,Kesla,,,,,,
India,Khadki,,,,,,
China,Yatou,,,,,,
Uzbekistan,Yaypan,,,,,,
Peru,Barranca,,,,,,
Kuwait,Bayan,,,,,,
Uzbekistan,Bekobod,,,,,,
Spain,Berja,,,,,,
India,Bhanjanagar,,,,,,
India,Bharwari,,,,,,
Republic of Moldova,Briceni,,,,,,
Costa Rica,Calle Blancos,,,,,,
Spain,Camargo,,,,,,
Brazil,Campanha,,,,,,
Italy,Casatenovo,,,,,,
United States of America,Chambersburg,,,,,,
India,Chengannur,,,,,,
Chile,Chiguayante,,,,,,
Mexico,Chilac,,,,,,
India,Chitapur,,,,,,
Colombia,Cajica,,,,,,
Czechia,Cesky Krumlov,,,,,,
France,Clichy,,,,,,
United States of America,Cortland,,,,,,
Canada,Cranbrook,,,,,,
Colombia,Dabeiba,,,,,,
Germany,Buren,,,,,,
Australia,Busselton,,,,,,
Philippines,Dasmarinas,,,,,,
Republic of North Macedonia,Delcevo,,,,,,
Pakistan,Dokri,,,,,,
United States of America,East Greenwich,,,,,,
Mexico,El Arenal,,,,,,
Germany,Eningen,,,,,,
Brazil,Espirito Santo Do Pinhal,,,,,,
Germany,Esslingen,,,,,,
Brazil,Faxinal,,,,,,
Bangladesh,Maulvi Bazar,,,,,,
India,Mehkar,,,,,,
Belgium,Merchtem,,,,,,
Brazil,Milagres,,,,,,
Gabon,Mouila,,,,,,
Germany,Munster,,,,,,
United States of America,West Plains,,,,,,
Australia,Whyalla,,,,,,
China,Wuhu,,,,,,
China,Yinchuan,,,,,,
Japan,Yomitan,,,,,,
Brazil,Toritama,,,,,,
Russian Federation,Troitsk,,,,,,
Philippines,Tuguegarao,,,,,,
Unknown,Turiacu,,,,,,
Romania,Turnu Magurele,,,,,,
United States of America,Vandalia,,,,,,
Croatia,Varazdin,,,,,,
Ukraine,Vysokyy,,,,,,
Japan,Waki,,,,,,
United States of America,Warrenville,,,,,,
France,Wattignies,,,,,,
Rwanda,Gitarama,,,,,,
United States of America,Goose Creek,,,,,,
United States of America,Gorham,,,,,,
France,Gros Morne,,,,,,
Peru,Ilo,,,,,,
United States of America,Hopkinton,,,,,,
India,Hosur,,,,,,
Peru,Huanuco,,,,,,
United States of America,Idaho Falls,,,,,,
Japan,Fussa,,,,,,
Ethiopia,Gewane,,,,,,
Germany,Havixbeck,,,,,,
Unknown,Otaru,,,,,,
Unknown,Tawau,,,,,,
United States of America,Taylorsville,,,,,,
Italy,Tempio Pausania,,,,,,
South Africa,Thohoyandou,,,,,,
Guinea,Tondon,,,,,,
Madagascar,Tsaratanana,,,,,,
Japan,Tsuyama,,,,,,
Indonesia,Tulangan,,,,,,
Bangladesh,Tungi,,,,,,
Japan,Ueno,,,,,,
India,Utran,,,,,,
Italy,Vedelago,,,,,,
Brazil,Santos,,,,,,
Brazil,Sao Bento,,,,,,
Brazil,Sao Joaquim Do Monte,,,,,,
Colombia,Malambo,,,,,,
Russian Federation,Maloyaroslavets,,,,,,
United States of America,Westbury,,,,,,
United States of America,Whittier,,,,,,
Netherlands,Wierden,,,,,,
United Kingdom of Great Britain and Northern Ireland,Wilmslow,,,,,,
Germany,Wilnsdorf,,,,,,
China,Xiangxiang,,,,,,
Mexico,Xoxocotlan,,,,,,
Japan,Yachimata,,,,,,
Colombia,Saravena,,,,,,
United States of America,Sauk Rapids,,,,,,
United States of America,Seagoville,,,,,,
Turkey,Seydisehir,,,,,,
Serbia,Sid,,,,,,
India,Sidhpura,,,,,,
United Kingdom of Great Britain and Northern Ireland,Airdrie,,,,,,
Costa Rica,Alajuelita,,,,,,
China,Changping,,,,,,
Cuba,Cifuentes,,,,,,
Poland,Czeladz,,,,,,
China,Yuli,,,,,,
India,Zaidpur,,,,,,
Germany,Zeven,,,,,,
Germany,Zwiesel,,,,,,
Italy,Castelfiorentino,,,,,,
United States of America,Brownsville,,,,,,
Russian Federation,Bryansk,,,,,,
Colombia,Calarca,,,,,,
India,Bansi,,,,,,
Slovakia,Banska Stiavnica,,,,,,
Spain,Olot,,,,,,
Japan,Oyabe,,,,,,
India,Pithapuram,,,,,,
Czechia,Plzen,,,,,,
Brazil,Pompeu,,,,,,
India,Pratapgarh,,,,,,
Finland,Raahe,,,,,,
Mexico,Coyuca,,,,,,
Colombia,Curumani,,,,,,
Malaysia,Pasir Gudang,,,,,,
Myanmar,Pathein,,,,,,
Brazil,Pau Dos Ferros,,,,,,
Italy,Pescantina,,,,,,
United States of America,Romulus,,,,,,
Germany,Steinheim,,,,,,
Zambia,Kaoma,,,,,,
China,Taikang,,,,,,
Brazil,Tamandare,,,,,,
China,Tancheng,,,,,,
Spain,Tarragona,,,,,,
United Kingdom of Great Britain and Northern Ireland,Walsall,,,,,,
Australia,Dubbo,,,,,,
Pakistan,Dunyapur,,,,,,
Brazil,Duque De Caxias,,,,,,
United States of America,Elk Plain,,,,,,
China,Dongli,,,,,,
Sweden,Falkoping,,,,,,
Turkmenistan,Farap,,,,,,
Mexico,Berriozabal,,,,,,
Senegal,Bignona,,,,,,
Unknown,Bodo,,,,,,
India,Along,,,,,,
India,Ambah,,,,,,
Indonesia,Arjawinangun,,,,,,
Brazil,Abreu E Lima,,,,,,
Mexico,Acaponeta,,,,,,
Israel,Ashdod,,,,,,
Italy,Asti,,,,,,
Mexico,Atenco,,,,,,
United States of America,Auburndale,,,,,,
Germany,Bad Durkheim,,,,,,
India,Tenkasi,,,,,,
Brazil,Terra Rica,,,,,,
United Kingdom of Great Britain and Northern Ireland,Thatcham,,,,,,
United States of America,The Crossings,,,,,,
New Zealand,Tokoroa,,,,,,
France,Tourcoing,,,,,,
Brazil,Ubatuba,,,,,,
United Kingdom of Great Britain and Northern Ireland,Kingsteignton,,,,,,
Japan,Koganei,,,,,,
Russian Federation,Krasnogorskiy,,,,,,
Russian Federation,Krasnousolskiy,,,,,,
Japan,Kudamatsu,,,,,,
Unknown,Labuan,,,,,,
United States of America,Lackawanna,,,,,,
Brazil,Lagoa Santa,,,,,,
China,Lingdong,,,,,,
India,Lonavale,,,,,,
Bulgaria,Lovec,,,,,,
Japan,Akabira,,,,,,
Greece,Amalias,,,,,,
Ethiopia,Metehara,,,,,,
Mexico,Motul,,,,,,
United States of America,Mustang,,,,,,
Japan,Nagayo,,,,,,
Kenya,Nakuru,,,,,,
Pakistan,Daultala,,,,,,
India,Diamond Harbour,,,,,,
India,Dighwara,,,,,,
United States of America,Elmont,,,,,,
Japan,Fukaya,,,,,,
Germany,Furstenfeldbruck,,,,,,
Pakistan,Garhi Khairo,,,,,,
United States of America,Hinesville,,,,,,
United States of America,Inkster,,,,,,
Poland,Jedrzejow,,,,,,
Greece,Kalamata,,,,,,
Mexico,Eldorado,,,,,,
Iran (Islamic Republic of),Esfahan,,,,,,
France,Etaples,,,,,,
C̫te d'Ivoire,Ferkessedougou,,,,,,
United States of America,Kernersville,,,,,,
United States of America,Kennesaw,,,,,,
Germany,Unterhaching,,,,,,
Kazakhstan,Urdzhar,,,,,,
Turkey,Uzunkopru,,,,,,
Mexico,Valladolid,,,,,,
India,Vapi,,,,,,
Germany,Varel,,,,,,
United States of America,Vero Beach,,,,,,
United States of America,Thomasville,,,,,,
France,Thonon Les Bains,,,,,,
China,Tianmen,,,,,,
France,Troyes,,,,,,
Spain,Tudela,,,,,,
China,Tunghsiao,,,,,,
India,Viraganur,,,,,,
Russian Federation,Vostryakovo,,,,,,
Russian Federation,Vyazemskiy,,,,,,
Japan,Kushikino,,,,,,
Unknown,La Condamine,,,,,,
United States of America,Laguna Woods,,,,,,
United States of America,Las Cruces,,,,,,
United States of America,Levelland,,,,,,
China,Lianzhou,,,,,,
Democratic Republic of the Congo,Likasi,,,,,,
Uganda,Lira,,,,,,
Russian Federation,Lokot,,,,,,
New Zealand,Lower Hutt,,,,,,
Poland,Lubsko,,,,,,
Brazil,Macaubas,,,,,,
United Kingdom of Great Britain and Northern Ireland,Macclesfield,,,,,,
Indonesia,Magetan,,,,,,
Russian Federation,Makhachkala,,,,,,
Japan,Chigasaki,,,,,,
Spain,Coria Del Rio,,,,,,
Serbia,Cuprija,,,,,,
Russian Federation,Bolshevo,,,,,,
C̫te d'Ivoire,Bongouanou,,,,,,
Ukraine,Boyarka,,,,,,
United States of America,Branford,,,,,,
Saudi Arabia,Buraydah,,,,,,
Uganda,Busembatia,,,,,,
Brazil,Cardoso,,,,,,
United States of America,Centereach,,,,,,
Costa Rica,Chacarita,,,,,,
Philippines,Kiamba,,,,,,
Russian Federation,Klintsy,,,,,,
India,Kopargaon,,,,,,
India,Koraput,,,,,,
Germany,Korb,,,,,,
United Republic of Tanzania,Kandete,,,,,,
Mali,Kangaba,,,,,,
India,Kankipadu,,,,,,
Thailand,Kantang,,,,,,
India,Kesabpur,,,,,,
Russian Federation,Krasnozavodsk,,,,,,
Czechia,Kadan,,,,,,
Japan,Kaminokawa,,,,,,
United States of America,Fond Du Lac,,,,,,
Liberia,Gbarnga,,,,,,
United States of America,Encinitas,,,,,,
United States of America,Euclid,,,,,,
France,Firminy,,,,,,
United States of America,Eloy,,,,,,
United States of America,Gahanna,,,,,,
Brazil,Guaraciaba Do Norte,,,,,,
United States of America,Haines City,,,,,,
Norway,Halden,,,,,,
Philippines,Hermosa,,,,,,
United States of America,Hillsdale,,,,,,
Russian Federation,Ilskiy,,,,,,
India,Indi,,,,,,
Spain,Jaca,,,,,,
India,Jhajjar,,,,,,
Pakistan,Jhawarian,,,,,,
Sierra Leone,Kailahun,,,,,,
Italy,Frattamaggiore,,,,,,
United Kingdom of Great Britain and Northern Ireland,George Town,,,,,,
China,Nanding,,,,,,
Guinea,Nzerekore,,,,,,
Nigeria,Obosi,,,,,,
Iran (Islamic Republic of),Shirvan,,,,,,
Tunisia,Silyanah,,,,,,
Indonesia,Singaparna,,,,,,
Ukraine,Slavutych,,,,,,
Pakistan,Khangarh,,,,,,
India,Talegaon Dabhade,,,,,,
India,Jhunjhunun,,,,,,
China,Jiancheng,,,,,,
China,Jinsha,,,,,,
Ukraine,Solonytsivka,,,,,,
Poland,Srem,,,,,,
Germany,Stollberg,,,,,,
United States of America,Lawrenceburg,,,,,,
China,Lengshuitan,,,,,,
Germany,Lotte,,,,,,
Argentina,Lujan,,,,,,
Colombia,Maicao,,,,,,
Philippines,Manaoag,,,,,,
Brazil,Mandaguacu,,,,,,
United Kingdom of Great Britain and Northern Ireland,Mangotsfield,,,,,,
Sweden,Mjolby,,,,,,
United States of America,Mauldin,,,,,,
China,Meilu,,,,,,
Germany,Meiningen,,,,,,
Ukraine,Kreminna,,,,,,
United Republic of Tanzania,Kyela,,,,,,
Chile,La Serena,,,,,,
Cuba,Marti,,,,,,
Uganda,Mbale,,,,,,
Philippines,Montevista,,,,,,
Spain,Novelda,,,,,,
United States of America,Morro Bay,,,,,,
Thailand,Na Wa,,,,,,
Serbia,Pristina,,,,,,
Malaysia,Pulau Sebang,,,,,,
India,Purnia,,,,,,
China,Qianjiang,,,,,,
Sudan,Rabak,,,,,,
Italy,Raffadali,,,,,,
Mauritius,Port Louis,,,,,,
Germany,Langelsheim,,,,,,
United States of America,Lansdowne,,,,,,
Unknown,Madang,,,,,,
Belgium,Marche En Famenne,,,,,,
Brazil,Mari,,,,,,
China,Liyang,,,,,,
Netherlands,Lopik,,,,,,
Netherlands,Losser,,,,,,
Brazil,Macau,,,,,,
Russian Federation,Kizel,,,,,,
United States of America,Palmetto Estates,,,,,,
Germany,Peiting,,,,,,
Germany,Wernau,,,,,,
United States of America,West Fargo,,,,,,
Germany,Wipperfurth,,,,,,
Netherlands,Wisch,,,,,,
China,Xiaoshi,,,,,,
China,Yanan,,,,,,
Mali,Nara,,,,,,
Tajikistan,Nau,,,,,,
Russian Federation,Nazarovo,,,,,,
India,Nimbahera,,,,,,
India,Nongstoin,,,,,,
United States of America,North Auburn,,,,,,
Germany,Nurtingen,,,,,,
Germany,Ohringen,,,,,,
Albania,Gjirokaster,,,,,,
Netherlands,Goes,,,,,,
India,Sadabad,,,,,,
United States of America,Saint George,,,,,,
France,Saint Amand Les Eaux,,,,,,
Slovakia,Samorin,,,,,,
Indonesia,Jati,,,,,,
Brazil,Juquitiba,,,,,,
India,Kaithal,,,,,,
Germany,Kall,,,,,,
Sri Lanka,Kalutara,,,,,,
Russian Federation,Irkutsk,,,,,,
South Africa,Glencoe,,,,,,
Gabon,Lambarene,,,,,,
Germany,Langenzenn,,,,,,
Austria,Leonding,,,,,,
Russian Federation,Luza,,,,,,
India,Maisuru,,,,,,
India,Meghraj,,,,,,
Somalia,Mogadishu,,,,,,
Japan,Muramatsu,,,,,,
Kenya,Mwingi,,,,,,
Colombia,Sahagun,,,,,,
Thailand,Sai Buri,,,,,,
Brazil,Raposa,,,,,,
Brazil,Rio Piracicaba,,,,,,
Italy,San Michele Al Tagliamento,,,,,,
Brazil,Santo Antonio Da Platina,,,,,,
Thailand,Satun,,,,,,
Brazil,Seara,,,,,,
China,Shanhetun,,,,,,
Belgium,Sint Gillis Waas,,,,,,
Iran (Islamic Republic of),Yazd,,,,,,
Viet Nam,Yen Bai,,,,,,
Finland,Ylojarvi,,,,,,
United States of America,Yuba City,,,,,,
United States of America,Zanesville,,,,,,
Senegal,Ziguinchor,,,,,,
Ukraine,Zolochiv,,,,,,
United States of America,Glenn Dale,,,,,,
Russian Federation,Goryachiy Klyuch,,,,,,
United States of America,Guilford,,,,,,
Nepal,Gulariya,,,,,,
Australia,Gympie,,,,,,
Japan,Hamada,,,,,,
United States of America,Haverstraw,,,,,,
Mexico,Hecelchakan,,,,,,
Germany,Heidenheim,,,,,,
Russian Federation,Inskoy,,,,,,
United States of America,Jasper,,,,,,
India,Jaunpur,,,,,,
China,Jining,,,,,,
Unknown,Kalamansig,,,,,,
India,Kamakhyanagar,,,,,,
Russian Federation,Kandry,,,,,,
Finland,Kauhajoki,,,,,,
Japan,Kawasaki,,,,,,
China,Dawukou,,,,,,
India,Disa,,,,,,
Brazil,Santa Rita Do Sapucai,,,,,,
Poland,Rzeszow,,,,,,
Japan,Kisogawa,,,,,,
Russian Federation,Kopeysk,,,,,,
Ukraine,Koryukivka,,,,,,
Slovakia,Kosice,,,,,,
Germany,Kothen,,,,,,
Colombia,La Calera,,,,,,
Hungary,Szentes,,,,,,
India,Unhel,,,,,,
Nigeria,Uyo,,,,,,
France,Valenton,,,,,,
Denmark,Viborg,,,,,,
Canada,Victoriaville,,,,,,
France,Villepinte,,,,,,
South Africa,Villiers,,,,,,
Bosnia and Herzegovina,Visoko,,,,,,
United States of America,Waterbury,,,,,,
United States of America,Webb City,,,,,,
United States of America,Summerville,,,,,,
India,Ausa,,,,,,
Japan,Ayase,,,,,,
Germany,Bad Gandersheim,,,,,,
Germany,Bergkamen,,,,,,
Indonesia,Bireun,,,,,,
Ukraine,Balakliya,,,,,,
Germany,Blankenburg,,,,,,
Central African Republic,Bossangoa,,,,,,
France,Agde,,,,,,
Tunisia,Akkudah,,,,,,
Poland,Aleksandrow Kujawski,,,,,,
South Africa,Aliwal North,,,,,,
Malaysia,Alor Gajah,,,,,,
India,Ambikapur,,,,,,
Brazil,Araraquara,,,,,,
India,Ashoknagar,,,,,,
Germany,Sigmaringen,,,,,,
India,Terdal,,,,,,
Germany,Tettnang,,,,,,
Mexico,Ticul,,,,,,
Peru,Tumbes,,,,,,
Lithuania,Ukmerge,,,,,,
Mongolia,Ulaanbaatar,,,,,,
Unknown,Valdez,,,,,,
United States of America,Spring,,,,,,
Russian Federation,Staryye Atagi,,,,,,
Germany,Stelle,,,,,,
United Kingdom of Great Britain and Northern Ireland,Stranraer,,,,,,
United States of America,Strongsville,,,,,,
Russian Federation,Surazh,,,,,,
Japan,Taketoyo,,,,,,
Philippines,Tanay,,,,,,
Argentina,Tandil,,,,,,
Brazil,Taquarituba,,,,,,
India,Saurikh,,,,,,
Germany,Schleswig,,,,,,
Japan,Shimonoseki,,,,,,
Thailand,Si Bun Ruang,,,,,,
Pakistan,Sita Road,,,,,,
Togo,Sokode,,,,,,
Senegal,Sokone,,,,,,
Spain,Sada,,,,,,
United Kingdom of Great Britain and Northern Ireland,Southend On Sea,,,,,,
Russian Federation,Sukhoy Log,,,,,,
Japan,Gose,,,,,,
Ecuador,Guano,,,,,,
India,Halisahar,,,,,,
Netherlands,Helden,,,,,,
United Kingdom of Great Britain and Northern Ireland,Helensburgh,,,,,,
Netherlands,Hilversum,,,,,,
Ukraine,Hrebinka,,,,,,
China,Huangyan,,,,,,
Pakistan,Hunza,,,,,,
Guinea-Bissau,Gabu,,,,,,
Brazil,Gandu,,,,,,
United Kingdom of Great Britain and Northern Ireland,Gibraltar,,,,,,
Brazil,Itatiba,,,,,,
Brazil,Janauba,,,,,,
Slovenia,Jesenice,,,,,,
India,Jhalu,,,,,,
Malaysia,Johor Bahru,,,,,,
Philippines,Kalilangan,,,,,,
Zambia,Kawambwa,,,,,,
United Kingdom of Great Britain and Northern Ireland,Motherwell,,,,,,
Australia,Mount Gambier,,,,,,
Papua New Guinea,Mount Hagen,,,,,,
Uganda,Namasuba,,,,,,
Brazil,Natal,,,,,,
India,Nawada,,,,,,
Nepal,Nepalganj,,,,,,
United Kingdom of Great Britain and Northern Ireland,Loughton,,,,,,
Philippines,Magarao,,,,,,
South Sudan,Malakal,,,,,,
Spain,Manresa,,,,,,
Guatemala,Mazatenango,,,,,,
France,Meudon,,,,,,
Hungary,Mezotur,,,,,,
Tajikistan,Leningradskiy,,,,,,
South Africa,Lichtenburg,,,,,,
Japan,Kumano,,,,,,
Uganda,Kyenjojo,,,,,,
Italy,Pianezza,,,,,,
Iran (Islamic Republic of),Piranshahr,,,,,,
Russian Federation,Priyutovo,,,,,,
Germany,Pulheim,,,,,,
Bangladesh,Ramgarh,,,,,,
Germany,Rheinfelden,,,,,,
United States of America,Paragould,,,,,,
Brazil,Penapolis,,,,,,
India,Petlad,,,,,,
Italy,Olbia,,,,,,
Sri Lanka,Kotte,,,,,,
Finland,Kuopio,,,,,,
France,Le Pecq,,,,,,
Russian Federation,Lebedyan,,,,,,
Philippines,Legaspi,,,,,,
United Republic of Tanzania,Mabama,,,,,,
Spain,Albox,,,,,,
United Kingdom of Great Britain and Northern Ireland,Aldershot,,,,,,
France,Allonnes,,,,,,
Uzbekistan,Asaka,,,,,,
China,Daxian,,,,,,
Ghana,Ejura,,,,,,
Spain,Estepona,,,,,,
United States of America,Fairbanks,,,,,,
United Kingdom of Great Britain and Northern Ireland,Fareham,,,,,,
Guatemala,Fraijanes,,,,,,
Belgium,Frameries,,,,,,
United States of America,Covington,,,,,,
United States of America,Cromwell,,,,,,
Mexico,Cuautitlan Izcalli,,,,,,
Thailand,Mae Ramat,,,,,,
India,Malavalli,,,,,,
Mozambique,Manjacaze,,,,,,
Pakistan,Daska,,,,,,
Japan,Date,,,,,,
United States of America,Desert Hot Springs,,,,,,
France,Dijon,,,,,,
India,Dwarka,,,,,,
United States of America,Gretna,,,,,,
China,Haibowan,,,,,,
United Kingdom of Great Britain and Northern Ireland,Herne Bay,,,,,,
Ukraine,Horlivka,,,,,,
India,Hoskote,,,,,,
United States of America,Huber Heights,,,,,,
United States of America,Hurricane,,,,,,
Democratic Republic of the Congo,Inongo,,,,,,
Honduras,Intibuca,,,,,,
Pakistan,Jalalpur Jattan,,,,,,
Mexico,Jiutepec,,,,,,
