Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Russian Federation,Volgodonsk,,,,,,
Serbia,Vrbas,,,,,,
Switzerland,Waldshut Tiengen,,,,,,
Belgium,Wavre,,,,,,
Unknown,Harstad,,,,,,
Germany,Herborn,,,,,,
United States of America,Hermiston,,,,,,
Germany,Heusweiler,,,,,,
United States of America,High Point,,,,,,
United States of America,Saratoga,,,,,,
Hungary,Sarospatak,,,,,,
United States of America,Saugus,,,,,,
Japan,Sayama,,,,,,
Russian Federation,Sayanogorsk,,,,,,
Russian Federation,Semiluki,,,,,,
Malaysia,Senai,,,,,,
Russian Federation,Shadrinsk,,,,,,
Iran (Islamic Republic of),Shahr E Kord,,,,,,
United States of America,Shaker Heights,,,,,,
Russian Federation,Shakhty,,,,,,
India,Sheopur,,,,,,
Albania,Shijak,,,,,,
Russian Federation,Shimanovsk,,,,,,
Kazakhstan,Shubarkuduk,,,,,,
Poland,Skoczow,,,,,,
Belarus,Slonim,,,,,,
Brazil,Sombrio,,,,,,
India,Sopur,,,,,,
United States of America,South Salt Lake,,,,,,
Serbia,Srbobran,,,,,,
Indonesia,Stabat,,,,,,
Thailand,Sukhothai,,,,,,
Bosnia and Herzegovina,Sanski Most,,,,,,
Portugal,Santa Iria De Azoia,,,,,,
Iran (Islamic Republic of),Saqqez,,,,,,
Hungary,Godollo,,,,,,
Mauritius,Goodlands,,,,,,
India,Govardhan,,,,,,
India,Gurdaha,,,,,,
United States of America,Guymon,,,,,,
India,Hadgaon,,,,,,
Germany,Halver,,,,,,
Canada,Hawkesbury,,,,,,
France,Hayange,,,,,,
Belgium,Herzele,,,,,,
United States of America,Homewood,,,,,,
Japan,Honjo,,,,,,
Germany,Horb,,,,,,
Peru,Huamachuco,,,,,,
Slovakia,Humenne,,,,,,
United States of America,Hurst,,,,,,
United Kingdom of Great Britain and Northern Ireland,Hyde,,,,,,
Brazil,Ibitinga,,,,,,
Brazil,Igarapava,,,,,,
South Africa,Ilinge,,,,,,
Germany,Illertissen,,,,,,
Brazil,Iraucuba,,,,,,
Japan,Isshiki,,,,,,
Colombia,Istmina,,,,,,
Brazil,Itanhandu,,,,,,
Brazil,Itirapina,,,,,,
Brazil,Jacarezinho,,,,,,
Poland,Janow Lubelski,,,,,,
India,Jaora,,,,,,
Brazil,Jataizinho,,,,,,
Lebanon,Jazzin,,,,,,
State of Palestine,Jerusalem,,,,,,
Ethiopia,Jinka,,,,,,
India,Kanker,,,,,,
Hungary,Kaposvar,,,,,,
Turkey,Karakose,,,,,,
Zimbabwe,Karoi,,,,,,
Hungary,Kazincbarcika,,,,,,
India,Khaga,,,,,,
Russian Federation,Khanskaya,,,,,,
Thailand,Chom Bung,,,,,,
Switzerland,Chur,,,,,,
Italy,Collecchio,,,,,,
Germany,Cologne,,,,,,
United States of America,Connersville,,,,,,
Brazil,Cordeiro,,,,,,
United States of America,Covina,,,,,,
Serbia,Crvenka,,,,,,
China,Cuiluan,,,,,,
Paraguay,Curuguaty,,,,,,
Brazil,Cururupu,,,,,,
China,Caohai,,,,,,
Italy,Casal Di Principe,,,,,,
Italy,Casalmaggiore,,,,,,
Italy,Castelfranco Veneto,,,,,,
Venezuela (Bolivarian Republic of),Catia La Mar,,,,,,
Turkey,Ceyhan,,,,,,
Italy,Desio,,,,,,
Belgium,Dilbeek,,,,,,
Germany,Dinkelsbuhl,,,,,,
Mexico,Dolores Hidalgo,,,,,,
China,Dunhua,,,,,,
Russian Federation,Dzhalil,,,,,,
United States of America,East Peoria,,,,,,
United States of America,Eau Claire,,,,,,
United States of America,Edinburg,,,,,,
Germany,Eggenstein Leopoldshafen,,,,,,
United States of America,El Centro,,,,,,
Mexico,El Grullo,,,,,,
Russian Federation,Elkhotovo,,,,,,
Italy,Empoli,,,,,,
Italy,Torre Santa Susanna,,,,,,
Indonesia,Trucuk,,,,,,
Japan,Tsurugashima,,,,,,
Mexico,Tulancingo,,,,,,
Hungary,Turkeve,,,,,,
United Republic of Tanzania,Ulenje,,,,,,
Myanmar,Thongwa,,,,,,
India,Tilhar,,,,,,
Mexico,Tlapa,,,,,,
India,Toda Bhim,,,,,,
United States of America,Glassboro,,,,,,
Germany,Goppingen,,,,,,
United States of America,Grand Island,,,,,,
Germany,Greven,,,,,,
Germany,Grevenbroich,,,,,,
Italy,Grezzana,,,,,,
Netherlands,Groesbeek,,,,,,
United States of America,West Carson,,,,,,
United States of America,West Lafayette,,,,,,
Germany,Wetter,,,,,,
United States of America,White Oak,,,,,,
United States of America,Whitefish Bay,,,,,,
Netherlands,Wijchen,,,,,,
United States of America,Wilmington Island,,,,,,
United States of America,Windsor Locks,,,,,,
China,Xinqing,,,,,,
China,Xuzhou,,,,,,
Netherlands,Zandvoort,,,,,,
Czechia,Zatec,,,,,,
China,Zhoucheng,,,,,,
Mexico,Teoloyucan,,,,,,
India,Thalassery,,,,,,
Germany,Zulpich,,,,,,
Thailand,Pran Buri,,,,,,
United States of America,Prescott Valley,,,,,,
Mexico,Puerto Escondido,,,,,,
Croatia,Pula,,,,,,
China,Puqi,,,,,,
Chile,Quilpue,,,,,,
Iran (Islamic Republic of),Rafsanjan,,,,,,
United States of America,Rancho San Diego,,,,,,
Denmark,Randers,,,,,,
India,Ranir Bazar,,,,,,
Spain,Redondela,,,,,,
Iran (Islamic Republic of),Rehnan,,,,,,
Brazil,Rio Do Sul,,,,,,
Pakistan,Risalpur,,,,,,
Italy,Romano Di Lombardia,,,,,,
Germany,Ronnenberg,,,,,,
Mexico,Rosarito,,,,,,
Libya,Sabratah,,,,,,
France,Saint Etienne,,,,,,
France,Saint Saulve,,,,,,
United Republic of Tanzania,Same,,,,,,
United States of America,San Benito,,,,,,
Venezuela (Bolivarian Republic of),San Juan De Colon,,,,,,
Italy,San Martino Buon Albergo,,,,,,
Philippines,San Nicolas,,,,,,
India,Sandur,,,,,,
Spain,Sant Just Desvern,,,,,,
Italy,Santa Marinella,,,,,,
Brazil,Sao Paulo De Olivenca,,,,,,
United States of America,Sapulpa,,,,,,
Bangladesh,Satkhira,,,,,,
Brazil,Saubara,,,,,,
Thailand,Sawankhalok,,,,,,
Kazakhstan,Shakhtinsk,,,,,,
Russian Federation,Onokhoy,,,,,,
Germany,Ottweiler,,,,,,
Brazil,Palmeira,,,,,,
Romania,Pantelimon,,,,,,
United States of America,Park Forest,,,,,,
Brazil,Pato Branco,,,,,,
Indonesia,Payakumbuh,,,,,,
United States of America,Pflugerville,,,,,,
Brazil,Pilar Do Sul,,,,,,
India,Pilibanga,,,,,,
Italy,Polistena,,,,,,
India,Pollachi,,,,,,
Haiti,Port Au Prince,,,,,,
Japan,Shiojiri,,,,,,
India,Sikandarpur,,,,,,
Colombia,Sincelejo,,,,,,
India,Sirsi,,,,,,
United States of America,Smyrna,,,,,,
Madagascar,Soavinandriana,,,,,,
United States of America,Solana Beach,,,,,,
Unknown,Swampscott,,,,,,
United States of America,Swansea,,,,,,
United Kingdom of Great Britain and Northern Ireland,Swindon,,,,,,
Canada,Sylvan Lake,,,,,,
United States of America,Syosset,,,,,,
Japan,Takarazuka,,,,,,
Japan,Takeo,,,,,,
Japan,Taketa,,,,,,
C̫te d'Ivoire,Tanda,,,,,,
Indonesia,Tanggulangin,,,,,,
Romania,Targu Neamt,,,,,,
Brazil,Nova Granada,,,,,,
Russian Federation,Novosineglazovskiy,,,,,,
Germany,Oberhausen,,,,,,
Venezuela (Bolivarian Republic of),Ocumare Del Tuy,,,,,,
Portugal,Olhao,,,,,,
United States of America,South Milwaukee,,,,,,
India,Srivilliputtur,,,,,,
Unknown,Stavanger,,,,,,
Republic of North Macedonia,Stip,,,,,,
India,Kannod,,,,,,
Austria,Kapfenberg,,,,,,
Zambia,Kapiri Mposhi,,,,,,
Bulgaria,Karlovo,,,,,,
Burundi,Karuzi,,,,,,
Russian Federation,Katav Ivanovsk,,,,,,
Sweden,Katrineholm,,,,,,
Russian Federation,Kayerkan,,,,,,
Iran (Islamic Republic of),Kermanshah,,,,,,
India,Sardarshahr,,,,,,
Thailand,Selaphum,,,,,,
Malaysia,Semenyih,,,,,,
Kazakhstan,Semey,,,,,,
United States of America,Shakopee,,,,,,
Italy,San Giovanni In Persiceto,,,,,,
Italy,San Lazzaro Di Savena,,,,,,
Spain,Sant Cugat Del Valles,,,,,,
Portugal,Sao Pedro Da Cova,,,,,,
Brazil,Sao Sebastiao Do Paraiso,,,,,,
Brazil,Sarandi,,,,,,
Romania,Reghin,,,,,,
Republic of North Macedonia,Resen,,,,,,
Guatemala,Retalhuleu,,,,,,
Chile,Rio Bueno,,,,,,
South Africa,Robertson,,,,,,
Ukraine,Romny,,,,,,
France,Provins,,,,,,
Argentina,Punta Alta,,,,,,
China,Putai,,,,,,
Pakistan,Loralai,,,,,,
Democratic Republic of the Congo,Lubumbashi,,,,,,
China,Mabai,,,,,,
United States of America,North Mankato,,,,,,
United Kingdom of Great Britain and Northern Ireland,North Shields,,,,,,
United States of America,Northport,,,,,,
Slovakia,Nove Zamky,,,,,,
United States of America,Nutley,,,,,,
Mexico,Navolato,,,,,,
Zambia,Nchelenge,,,,,,
