Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season
Nigeria,Minna,Sector_1,9.6263,6.58034,5.0,53.77,0.9,0.37,93.13,199.35,195.21,43.8,10,2.5,Spring,69.1,5000.0,5000.0,5000.0,2025-03-28 11:08:00,spring
Brazil,Rio de Janeiro,Sector_3,-22.92265,-43.16893,2.0,3.66,0.06,0.16,56.45,62.04,15.23,32.6,44,5.2,Spring,204.56,961.41,5000.0,1032.32,2025-05-14 19:21:00,spring
Germany,Leipzig,City Center,51.3406321,12.3747329,3.0,22.73,18.91,1.2,44.51,229.75,29.62,14.3,71,6.3,Spring,379.55,776.2,2614.08,231.09,2025-05-28 19:12:00,spring
Russia,Vladivostok,Sector_2,43.11064,131.90953,2.0,3.42,2.94,3.06,102.44,129.72,4.69,0.1,39,4.5,Spring,513.92,49.65,5000.0,649.08,2025-03-16 14:11:00,spring
USA,El Paso,Sector_1,31.76392,-106.5117,1.0,4.32,2.59,0.29,57.23,86.29,6.36,15.6,26,3.1,Spring,7.56,143.51,5000.0,5000.0,2025-05-01 19:43:00,spring
Bangladesh,Gaibandha,Sector_1,25.36741,89.54578,5.0,119.53,18.75,2.7,58.59,748.47,152.29,28.5,33,2.6,Spring,920.23,5000.0,5000.0,5000.0,2025-04-08 09:36:00,spring
Brazil,Santo André,Sector_2,-23.65108,-46.55835,1.0,2.48,0.06,0.14,65.25,46.82,14.37,24.1,68,6.4,Spring,81.34,492.78,1479.12,691.44,2025-04-16 14:26:00,spring
India,Kanpur,Sector_1,26.46244,80.27696,5.0,130.03,10.36,2.24,86.72,516.25,177.55,25.2,23,1.7,Spring,215.64,0.0,5000.0,5000.0,2025-03-27 12:58:00,spring
USA,Washington,Sector_2,38.8609,-77.01081,2.0,10.45,10.81,1.65,57.13,177.85,13.35,7.8,44,4.2,Spring,306.48,925.42,5000.0,5000.0,2025-03-24 18:04:00,spring
USA,Miami,Sector_4,25.74954,-80.18028,2.0,1.46,0.41,0.35,99.8,82.72,8.13,29.5,54,6.1,Spring,368.35,5000.0,5000.0,5000.0,2025-03-19 19:21:00,spring
Pakistan,Mardan,City Center,34.1937969,72.0451467,5.0,142.87,7.1,3.83,200.94,1119.44,243.18,25.7,10,1.5,Spring,235.29,5000.0,5000.0,5000.0,2025-03-28 17:08:00,spring
Pakistan,Muzaffargarh,Sector_1,30.03589,71.20593,5.0,257.57,9.15,2.12,92.98,1007.03,390.2,23.7,10,3.6,Spring,236.06,5000.0,5000.0,5000.0,2025-04-18 18:54:00,spring
Germany,Mannheim,City Center,49.4892913,8.4673098,2.0,11.91,26.89,1.23,51.66,281.7,15.33,15.9,73,2.1,Spring,438.37,29.16,5000.0,456.9,2025-04-20 16:10:00,spring
Pakistan,Multan,Sector_1,30.205,71.43807,5.0,254.81,10.38,1.42,112.63,925.83,422.61,22.3,58,0.5,Spring,79.94,5000.0,5000.0,5000.0,2025-03-06 17:02:00,spring
Brazil,Belém,Sector_1,-1.46429,-48.45643,1.0,2.26,0.32,0.15,42.51,94.56,3.87,39.3,54,4.9,Spring,162.65,267.08,5000.0,1313.75,2025-04-18 19:02:00,spring
Nigeria,Ilesa,Sector_3,7.59091,4.71302,1.0,7.56,1.59,0.84,59.85,184.08,14.36,41.9,16,2.1,Spring,972.05,5000.0,5000.0,5000.0,2025-05-02 18:21:00,spring
Russia,Belgorod,Sector_1,50.59382,36.56852,2.0,10.44,11.71,4.27,33.72,165.9,13.39,7.3,87,3.9,Spring,265.14,725.88,1760.26,536.07,2025-03-10 13:27:00,spring
Pakistan,Tando Allahyar,City Center,25.4619907,68.7198264,5.0,183.32,7.96,3.08,108.7,549.14,332.4,30.1,10,2.7,Spring,125.29,5000.0,5000.0,5000.0,2025-04-05 08:06:00,spring
Brazil,Santos,Sector_1,-23.94199,-46.31617,1.0,2.31,0.05,0.18,54.12,37.43,18.44,32.9,60,1.8,Spring,115.74,494.07,5000.0,5000.0,2025-05-01 16:51:00,spring
Indonesia,Surakarta,Sector_3,-7.57837,110.82212,1.0,1.76,0.05,0.12,72.09,55.3,7.77,35.3,73,3.6,Spring,38.52,606.58,1652.51,5000.0,2025-03-17 20:32:00,spring
Indonesia,Bogor,Sector_3,-6.5698,106.78092,1.0,1.21,0.15,0.09,50.9,63.34,3.1,31.8,67,3.2,Spring,73.32,5000.0,5000.0,5000.0,2025-04-25 19:15:00,spring
India,Meerut,Sector_1,29.00357,77.7887,5.0,160.3,34.49,4.77,73.8,1075.51,214.92,30.2,10,2.4,Spring,5000.0,5000.0,5000.0,5000.0,2025-05-25 19:29:00,spring
Germany,Kiel,Sector_3,54.34926,10.18858,3.0,19.7,28.52,1.67,11.39,218.92,29.95,17.8,70,3.1,Spring,9.37,251.77,1359.87,412.36,2025-04-12 20:17:00,spring
Bangladesh,Dhaka,Sector_1,23.73968,90.35538,5.0,85.47,6.7,2.23,90.43,452.26,102.69,30.7,69,2.7,Spring,594.05,170.36,0.0,611.42,2025-05-14 11:57:00,spring
China,Chongqing,Sector_1,30.06274,107.89709,5.0,127.41,25.71,21.0,24.45,1131.05,202.09,21.9,63,0.7,Spring,807.11,5000.0,5000.0,5000.0,2025-03-14 18:52:00,spring
Pakistan,Kotri,Sector_1,25.35821,68.27481,5.0,168.05,7.11,4.08,139.83,455.46,257.6,30.0,10,3.4,Spring,387.77,569.58,5000.0,5000.0,2025-03-28 18:55:00,spring
Pakistan,Daska,Sector_2,32.35364,74.39383,5.0,242.24,39.9,4.14,44.0,1601.59,400.43,28.4,11,1.9,Spring,148.35,5000.0,5000.0,5000.0,2025-05-28 16:15:00,spring
India,Jaipur,Sector_1,26.90036,75.85859,5.0,103.93,15.84,4.89,126.8,449.37,184.91,23.9,16,0.5,Spring,73.76,5000.0,5000.0,5000.0,2025-05-31 18:03:00,spring
Brazil,Fortaleza,Sector_4,-3.76331,-38.52671,1.0,1.57,0.18,0.07,65.17,91.67,6.12,39.5,55,9.0,Spring,292.74,429.09,5000.0,1341.71,2025-03-25 11:47:00,spring
Indonesia,Pekanbaru,Sector_3,0.52579,101.43988,3.0,21.56,10.24,1.18,0.58,521.72,31.26,27.8,75,3.7,Spring,64.94,182.98,5000.0,5000.0,2025-03-11 19:17:00,spring
Brazil,Mauá,City Center,-23.6669527,-46.4616922,1.0,2.58,0.05,0.15,69.45,45.05,12.95,24.8,72,5.7,Spring,164.59,91.06,5000.0,1256.43,2025-04-21 09:39:00,spring
Brazil,Sorocaba,City Center,-23.5003451,-47.4582864,1.0,2.25,0.25,0.18,60.76,40.84,13.75,30.1,51,7.4,Spring,57.66,410.11,5000.0,5000.0,2025-05-04 10:33:00,spring
USA,Indianapolis,City Center,39.7683331,-86.1583502,1.0,6.3,6.73,1.39,71.47,121.84,7.36,13.4,51,5.4,Spring,32.87,1066.06,5000.0,913.24,2025-03-20 18:03:00,spring
India,Meerut,Sector_3,29.03043,77.7755,5.0,140.73,25.52,4.26,69.08,753.67,254.68,25.8,19,2.4,Spring,339.26,465.37,5000.0,5000.0,2025-04-05 20:15:00,spring
Indonesia,Cirebon,Sector_2,-6.67801,108.53918,1.0,1.61,1.19,0.21,47.61,105.27,2.86,37.5,55,2.3,Spring,555.1,5000.0,5000.0,5000.0,2025-05-30 17:54:00,spring
Germany,Halle,City Center,51.4824354,11.9712985,3.0,27.26,16.12,1.28,43.1,309.23,38.93,12.1,68,6.0,Spring,371.94,219.36,2995.73,338.74,2025-04-10 15:25:00,spring
Pakistan,Chishtian,Sector_1,29.79235,72.83652,5.0,211.54,2.12,3.56,178.78,726.86,508.85,25.3,10,2.8,Spring,743.41,5000.0,5000.0,5000.0,2025-03-26 08:07:00,spring
China,Xiamen,Sector_4,24.45824,118.08093,3.0,26.71,6.87,7.6,118.33,194.47,39.45,27.0,47,5.5,Spring,16.24,5000.0,5000.0,5000.0,2025-04-26 18:13:00,spring
Pakistan,Daska,City Center,32.3323692,74.352516,5.0,276.98,33.8,4.52,47.61,1819.18,440.53,23.9,10,1.7,Spring,37.37,5000.0,5000.0,5000.0,2025-03-15 20:17:00,spring
China,Quanzhou,Sector_2,25.19136,118.31885,3.0,24.84,13.88,12.19,110.42,241.75,38.01,24.3,61,1.5,Spring,738.46,5000.0,5000.0,5000.0,2025-03-03 09:19:00,spring
USA,Denver,Sector_2,39.7367,-104.99634,1.0,1.53,2.4,0.08,71.7,85.76,1.54,15.3,30,0.9,Spring,1.77,5000.0,5000.0,5000.0,2025-05-17 14:43:00,spring
Nigeria,Benin City,Sector_3,6.335,5.603,1.0,1.32,0.14,0.09,29.05,95.98,3.81,42.6,33,3.3,Spring,252.16,5000.0,5000.0,5000.0,2025-04-23 19:27:00,spring
Brazil,Fortaleza,City Center,-3.7304512,-38.5217989,1.0,1.12,0.22,0.08,57.03,81.09,5.94,38.8,45,8.5,Spring,1.5,293.17,5000.0,923.78,2025-03-06 10:39:00,spring
Indonesia,Pontianak,Sector_4,-0.02207,109.31553,1.0,1.51,0.18,0.1,55.65,85.28,2.7,35.9,76,0.4,Spring,80.03,1272.76,583.64,5000.0,2025-04-07 17:38:00,spring
Bangladesh,Faridpur,Sector_3,23.59992,89.79965,5.0,124.75,9.98,6.49,126.23,680.75,179.49,27.7,34,4.1,Spring,823.65,5000.0,5000.0,5000.0,2025-04-02 14:03:00,spring
Russia,Tomsk,Sector_3,58.609,82.08166,1.0,0.47,0.3,0.28,70.23,104.36,0.53,-16.9,85,3.9,Spring,5000.0,5000.0,5000.0,5000.0,2025-05-11 15:36:00,spring
Bangladesh,Rangpur,Sector_2,25.60381,89.10296,5.0,109.16,12.54,3.21,88.48,641.49,154.74,23.9,35,1.8,Spring,650.23,5000.0,5000.0,5000.0,2025-04-14 14:33:00,spring
Bangladesh,Satkhira,City Center,22.7166509,89.0749857,5.0,184.06,9.49,22.0,185.75,769.89,206.73,28.7,37,3.7,Spring,64.38,1305.15,623.67,392.51,2025-04-21 09:21:00,spring
Indonesia,Dumai,Sector_1,1.67991,101.46596,2.0,9.21,1.97,0.2,13.04,211.57,11.98,33.6,83,1.7,Spring,244.16,0.0,1661.5,5000.0,2025-03-20 19:34:00,spring
China,Luoyang,City Center,34.6196539,112.4477046,5.0,250.14,56.19,16.0,16.13,957.92,301.93,11.0,40,2.4,Spring,100.11,5000.0,5000.0,5000.0,2025-05-14 16:59:00,spring
India,Varanasi,City Center,25.3356491,83.0076292,5.0,107.55,5.49,2.72,106.96,316.32,101.28,24.1,12,1.9,Spring,133.49,5000.0,5000.0,5000.0,2025-04-25 20:16:00,spring
Pakistan,Mirpur Khas,Sector_1,25.53147,68.98136,5.0,153.39,9.01,2.4,103.78,667.52,310.24,32.3,10,2.7,Spring,624.05,5000.0,5000.0,5000.0,2025-05-01 19:06:00,spring
Brazil,Porto Velho,Sector_3,-8.75309,-63.89742,1.0,0.32,0.13,0.02,4.72,47.17,0.36,33.5,77,1.9,Spring,84.0,256.28,5000.0,5000.0,2025-05-09 18:07:00,spring
China,Nanning,Sector_3,22.77866,108.3417,5.0,67.55,3.78,4.96,97.39,339.31,90.16,26.8,59,2.9,Spring,11.33,5000.0,5000.0,5000.0,2025-03-26 14:06:00,spring
Nigeria,Iwo,Sector_2,7.64444,4.18981,2.0,12.14,3.56,1.78,70.88,341.15,27.03,45.5,17,1.6,Spring,293.35,5000.0,5000.0,5000.0,2025-03-14 10:56:00,spring
China,Chengdu,Sector_1,30.65397,104.04457,5.0,240.2,27.29,30.33,61.43,1223.13,271.39,19.9,67,1.8,Spring,18.99,83.39,5000.0,5000.0,2025-04-28 11:56:00,spring
China,Zibo,Sector_2,36.80416,118.03678,5.0,166.36,74.31,41.81,0.0,1919.24,250.73,13.6,46,2.7,Spring,12.02,5000.0,5000.0,5000.0,2025-03-31 11:31:00,spring
Bangladesh,Nawabganj,Sector_4,24.61302,88.24432,5.0,178.24,25.07,5.4,84.12,1052.34,187.0,27.3,37,4.1,Spring,72.02,411.67,5000.0,5000.0,2025-05-15 09:46:00,spring
Brazil,Ananindeua,Sector_3,-1.40949,-48.42664,1.0,1.74,0.31,0.14,51.64,103.36,3.33,37.5,49,5.3,Spring,129.46,131.0,5000.0,5000.0,2025-05-20 20:04:00,spring
Brazil,Caxias do Sul,Sector_2,-29.17504,-51.13691,2.0,2.75,0.64,1.7,86.13,56.74,7.28,29.7,46,2.3,Spring,1001.62,5000.0,5000.0,5000.0,2025-04-02 15:46:00,spring
Russia,Kazan,Sector_4,55.80313,49.16846,1.0,5.14,9.26,2.22,30.26,148.94,5.94,0.1,87,1.3,Spring,1394.36,1194.52,5000.0,267.03,2025-05-06 10:16:00,spring
USA,New Orleans,City Center,29.9559145,-90.0730259,2.0,1.61,1.12,0.28,87.06,105.04,4.95,22.1,65,4.8,Spring,8.27,68.97,5000.0,5000.0,2025-04-18 16:10:00,spring
Brazil,Joinville,Sector_3,-26.25973,-48.84532,1.0,2.51,0.31,0.52,82.86,58.56,4.73,32.1,43,3.4,Spring,90.42,138.79,5000.0,1287.98,2025-04-24 10:01:00,spring
India,Surat,Sector_3,21.20075,72.83774,5.0,127.6,10.78,31.61,184.52,540.84,122.98,28.9,30,3.3,Spring,19.1,5000.0,5000.0,5000.0,2025-05-28 11:45:00,spring
Bangladesh,Sherpur,Sector_4,25.00869,90.01869,5.0,74.72,11.02,2.02,63.15,642.86,98.2,27.2,53,3.3,Spring,212.2,383.81,1142.49,5000.0,2025-03-15 10:28:00,spring
Russia,Yaroslavl,Sector_2,57.63954,39.83003,1.0,2.91,5.77,0.94,77.16,114.98,3.45,12.7,77,4.0,Spring,336.38,1030.55,5000.0,718.31,2025-04-02 20:30:00,spring
Indonesia,Tangerang,Sector_2,-6.13961,106.61707,1.0,0.6,0.35,0.09,43.66,89.65,1.41,37.0,90,4.7,Spring,7.83,5000.0,5000.0,5000.0,2025-04-19 13:44:00,spring
Brazil,Contagem,Sector_4,-19.91312,-44.06675,1.0,3.98,0.74,0.36,70.08,109.82,4.44,33.7,60,3.4,Spring,97.5,283.98,5000.0,5000.0,2025-04-27 16:33:00,spring
Bangladesh,Chandpur,City Center,23.2241763,90.6531005,5.0,59.29,7.18,1.84,82.49,471.65,69.84,28.8,51,3.9,Spring,71.72,5000.0,5000.0,5000.0,2025-03-06 09:12:00,spring
India,Navi Mumbai,Sector_3,19.0156,73.02335,5.0,120.48,2.8,18.46,315.05,510.28,187.69,36.2,31,2.9,Spring,78.63,448.18,5000.0,907.25,2025-03-30 11:42:00,spring
Pakistan,Sialkot,Sector_3,32.51236,74.56682,5.0,188.36,40.88,3.07,43.96,1826.13,322.6,24.8,68,0.4,Spring,438.71,5000.0,5000.0,5000.0,2025-04-13 09:35:00,spring
China,Nanjing,Sector_3,32.00822,118.77759,5.0,161.28,76.36,29.84,0.0,1465.29,195.8,14.5,29,3.1,Spring,22.6,239.69,1267.61,826.95,2025-05-25 10:54:00,spring
Russia,Bryansk,Sector_3,53.26766,34.37174,1.0,5.35,2.14,0.74,75.03,152.31,5.82,7.6,70,3.1,Spring,1392.37,573.51,5000.0,1176.98,2025-03-10 17:18:00,spring
Indonesia,Kendari,Sector_4,-3.9769,122.51744,1.0,5.71,2.46,0.32,54.74,194.05,6.28,36.1,80,1.4,Spring,24.57,5000.0,5000.0,5000.0,2025-03-20 17:24:00,spring
Nigeria,Kaduna,Sector_4,10.52044,7.4269,5.0,97.46,1.19,0.3,80.4,228.15,309.43,36.7,10,2.2,Spring,91.81,839.47,562.63,5000.0,2025-04-01 10:53:00,spring
Pakistan,Larkana,Sector_4,27.59829,68.21211,5.0,142.51,5.55,2.35,138.33,463.86,228.31,27.3,10,2.9,Spring,249.28,5000.0,5000.0,5000.0,2025-05-20 19:02:00,spring
USA,San Antonio,City Center,29.4246002,-98.4951405,1.0,3.32,3.01,0.04,41.7,118.81,6.5,23.3,83,1.7,Spring,57.09,177.4,5000.0,5000.0,2025-04-08 16:54:00,spring
Nigeria,Onitsha,Sector_2,6.17126,6.79996,1.0,6.09,0.8,0.57,29.67,150.46,13.53,41.5,16,1.6,Spring,558.6,5000.0,5000.0,5000.0,2025-04-10 16:49:00,spring
China,Hangzhou,Sector_4,30.24182,120.17553,5.0,195.68,54.53,15.3,0.0,1202.03,208.95,17.4,43,2.2,Spring,128.34,972.72,2107.68,1015.78,2025-03-13 18:07:00,spring
USA,Nashville,City Center,36.1622767,-86.7742984,2.0,10.29,5.16,0.48,68.27,150.87,12.79,14.7,35,2.9,Spring,8.57,600.49,5000.0,527.44,2025-03-19 19:42:00,spring
China,Zibo,City Center,36.8129564,118.0488401,5.0,176.39,65.94,42.29,0.0,1488.93,246.33,10.0,46,2.2,Spring,72.99,5000.0,5000.0,5000.0,2025-04-01 16:03:00,spring
Indonesia,Bogor,Sector_2,-6.60545,106.76008,1.0,1.29,0.13,0.09,50.44,56.62,4.83,32.0,71,3.0,Spring,140.81,1359.08,238.84,1437.56,2025-04-03 17:06:00,spring
India,Pimpri-Chinchwad,Sector_1,18.65034,73.82146,5.0,76.21,3.07,8.32,189.78,295.25,115.87,32.0,22,1.9,Spring,139.4,0.0,5000.0,5000.0,2025-05-14 17:17:00,spring
Indonesia,Cimahi,Sector_3,-6.89837,107.51018,1.0,1.77,0.22,0.11,56.65,62.98,5.0,32.0,58,1.9,Spring,257.59,5000.0,5000.0,5000.0,2025-05-12 13:02:00,spring
Nigeria,Bida,City Center,9.083333,6.016667,4.0,36.02,1.78,0.61,67.37,292.08,106.23,41.4,10,2.5,Spring,231.97,5000.0,5000.0,5000.0,2025-05-11 09:39:00,spring
Bangladesh,Lakshmipur,City Center,22.9445365,90.8276345,5.0,61.32,2.36,2.26,106.78,256.14,83.82,24.0,49,4.2,Spring,33.93,5000.0,5000.0,5000.0,2025-03-22 19:23:00,spring
Bangladesh,Habiganj,Sector_3,24.38975,91.44452,5.0,71.72,15.38,3.52,67.38,445.2,81.24,25.5,31,2.7,Spring,1796.59,5000.0,5000.0,5000.0,2025-05-08 09:42:00,spring
India,Patna,Sector_1,25.58954,85.14191,5.0,158.02,11.26,3.94,116.41,727.88,200.26,29.5,58,2.4,Spring,653.59,1148.37,5000.0,5000.0,2025-03-31 19:02:00,spring
China,Guangzhou,Sector_2,23.14385,113.26809,5.0,96.56,44.54,31.14,57.86,473.8,112.35,26.9,34,4.3,Spring,62.97,5000.0,5000.0,5000.0,2025-03-10 10:51:00,spring
Russia,Krasnoyarsk,Sector_3,56.01331,92.82718,2.0,0.49,1.48,0.33,82.8,92.76,0.46,-1.6,64,7.0,Spring,141.5,544.7,5000.0,251.15,2025-05-26 19:05:00,spring
Indonesia,Batam,Sector_3,1.11201,104.03566,2.0,9.04,3.23,0.28,47.65,340.02,9.43,35.9,72,2.2,Spring,5.56,741.86,1739.02,5000.0,2025-05-08 17:56:00,spring
Indonesia,Yogyakarta,Sector_2,-7.96846,110.36652,1.0,1.45,0.03,0.09,72.78,54.31,8.35,32.1,66,3.7,Spring,654.03,5000.0,5000.0,5000.0,2025-03-13 16:29:00,spring
Indonesia,Tanjungpinang,Sector_1,0.93894,104.43785,2.0,9.45,3.01,0.36,60.03,315.12,10.11,34.4,82,5.1,Spring,800.02,5000.0,5000.0,5000.0,2025-03-03 16:29:00,spring
Brazil,Santo André,City Center,-23.6533509,-46.5279039,1.0,2.7,0.05,0.13,57.73,42.57,16.86,25.8,70,6.5,Spring,33.7,205.26,5000.0,1790.84,2025-03-26 14:03:00,spring
China,Xi'an,Sector_3,34.25295,108.9761,5.0,115.9,9.79,4.35,90.07,718.5,166.83,7.1,37,1.9,Spring,51.23,495.95,5000.0,5000.0,2025-05-14 13:31:00,spring
Brazil,Salvador,Sector_4,-12.99453,-38.49674,2.0,1.17,0.14,0.14,87.08,57.68,5.87,36.9,39,6.7,Spring,34.27,5000.0,5000.0,5000.0,2025-04-08 10:07:00,spring
Brazil,Jaboatão dos Guararapes,Sector_2,-8.21378,-34.95069,2.0,1.52,0.34,0.26,105.76,70.78,4.61,41.3,53,5.9,Spring,1028.96,764.44,5000.0,1342.47,2025-04-28 20:55:00,spring
China,Baotou,Sector_3,40.60497,109.90941,3.0,24.53,11.23,4.25,83.48,187.04,33.91,2.1,65,4.6,Spring,295.09,5000.0,5000.0,5000.0,2025-04-20 08:59:00,spring
Indonesia,Bontang,City Center,0.1236548,117.471708,1.0,3.54,4.04,0.75,17.53,213.12,4.76,36.9,56,1.5,Spring,371.83,459.26,1357.95,5000.0,2025-03-20 13:56:00,spring
Pakistan,Khanpur,Sector_2,28.63949,70.62547,5.0,235.87,2.8,5.47,168.24,676.54,468.04,28.3,10,3.7,Spring,1218.24,5000.0,5000.0,5000.0,2025-04-22 08:43:00,spring
USA,Las Vegas,Sector_1,36.16639,-115.17645,3.0,9.65,4.1,0.2,52.11,88.0,40.28,19.4,37,2.4,Spring,29.1,403.94,5000.0,5000.0,2025-05-07 11:43:00,spring
Bangladesh,Narsingdi,Sector_4,23.93655,90.69399,5.0,72.65,8.26,1.97,99.57,400.65,89.19,21.7,40,4.6,Spring,703.57,5000.0,5000.0,5000.0,2025-05-04 12:55:00,spring
Russia,Izhevsk,Sector_2,56.87428,53.20356,1.0,3.79,10.37,2.0,57.53,130.37,4.99,-9.1,90,1.7,Spring,374.45,577.01,5000.0,74.99,2025-04-28 10:49:00,spring
Pakistan,Tando Allahyar,Sector_3,25.46463,68.75651,5.0,156.69,9.83,2.97,134.9,572.23,284.51,24.8,11,2.6,Spring,510.61,5000.0,5000.0,5000.0,2025-04-03 09:59:00,spring
Indonesia,Malang,City Center,-7.9771308,112.6340265,1.0,2.3,0.03,0.12,60.84,49.96,12.17,35.4,80,1.6,Spring,64.95,294.58,2059.24,5000.0,2025-04-19 19:54:00,spring
Brazil,Manaus,Sector_1,-3.11607,-59.99528,1.0,0.35,0.08,0.01,6.52,60.3,0.37,31.4,66,6.8,Spring,154.31,5000.0,5000.0,5000.0,2025-04-01 09:15:00,spring
Pakistan,Sahiwal,Sector_4,30.70855,73.12269,5.0,349.27,11.31,1.34,138.68,1072.23,581.9,31.6,10,1.9,Spring,1085.0,5000.0,5000.0,5000.0,2025-04-28 08:22:00,spring
Brazil,João Pessoa,City Center,-7.1215981,-34.882028,2.0,3.92,0.76,0.42,106.56,87.85,6.99,39.0,42,5.9,Spring,49.38,470.26,5000.0,1382.27,2025-03-27 17:34:00,spring
India,Madurai,Sector_2,9.94826,78.14566,1.0,6.73,9.58,1.89,18.13,270.63,12.75,32.9,56,5.1,Spring,16.29,826.68,5000.0,5000.0,2025-04-08 12:14:00,spring
Nigeria,Kano,Sector_3,12.00282,8.55395,5.0,158.43,1.31,0.49,88.57,176.78,603.88,35.8,10,4.6,Spring,6.15,5000.0,5000.0,5000.0,2025-03-31 08:17:00,spring
